LIGHT (lux),Time since start in ms,YYYY-MO-DD HH-MI-SS.SSSS
32.00,25113,2022-03-30 20:52:38.6880
32.00,25159,2022-03-30 20:52:38.7340
32.00,25204,2022-03-30 20:52:38.7780
32.00,25237,2022-03-30 20:52:38.8120
38.00,25289,2022-03-30 20:52:38.8640
38.00,25324,2022-03-30 20:52:38.8980
38.00,25373,2022-03-30 20:52:38.9480
38.00,25420,2022-03-30 20:52:38.9940
38.00,25466,2022-03-30 20:52:39.0400
38.00,25513,2022-03-30 20:52:39.0870
38.00,25557,2022-03-30 20:52:39.1320
38.00,25605,2022-03-30 20:52:39.1790
38.00,25653,2022-03-30 20:52:39.2280
38.00,25701,2022-03-30 20:52:39.2760
38.00,25748,2022-03-30 20:52:39.3230
38.00,25797,2022-03-30 20:52:39.3710
38.00,25846,2022-03-30 20:52:39.4200
38.00,25889,2022-03-30 20:52:39.4640
38.00,25937,2022-03-30 20:52:39.5110
42.00,25986,2022-03-30 20:52:39.5610
42.00,26031,2022-03-30 20:52:39.6050
42.00,26077,2022-03-30 20:52:39.6510
42.00,26123,2022-03-30 20:52:39.6970
42.00,26171,2022-03-30 20:52:39.7450
42.00,26217,2022-03-30 20:52:39.7910
42.00,26263,2022-03-30 20:52:39.8370
42.00,26308,2022-03-30 20:52:39.8830
42.00,26358,2022-03-30 20:52:39.9320
42.00,26407,2022-03-30 20:52:39.9820
42.00,26456,2022-03-30 20:52:40.0310
42.00,26503,2022-03-30 20:52:40.0780
42.00,26547,2022-03-30 20:52:40.1220
42.00,26595,2022-03-30 20:52:40.1690
42.00,26640,2022-03-30 20:52:40.2140
34.00,26689,2022-03-30 20:52:40.2630
34.00,26737,2022-03-30 20:52:40.3120
34.00,26789,2022-03-30 20:52:40.3630
34.00,26836,2022-03-30 20:52:40.4100
34.00,26881,2022-03-30 20:52:40.4560
34.00,26932,2022-03-30 20:52:40.5070
34.00,26978,2022-03-30 20:52:40.5520
34.00,27025,2022-03-30 20:52:40.6000
34.00,27072,2022-03-30 20:52:40.6470
34.00,27120,2022-03-30 20:52:40.6950
34.00,27160,2022-03-30 20:52:40.7340
34.00,27206,2022-03-30 20:52:40.7800
34.00,27254,2022-03-30 20:52:40.8280
34.00,27299,2022-03-30 20:52:40.8740
34.00,27345,2022-03-30 20:52:40.9200
37.00,27391,2022-03-30 20:52:40.9660
37.00,27439,2022-03-30 20:52:41.0130
37.00,27487,2022-03-30 20:52:41.0610
37.00,27533,2022-03-30 20:52:41.1080
37.00,27580,2022-03-30 20:52:41.1540
37.00,27625,2022-03-30 20:52:41.2000
37.00,27676,2022-03-30 20:52:41.2510
37.00,27720,2022-03-30 20:52:41.2940
37.00,27770,2022-03-30 20:52:41.3440
37.00,27806,2022-03-30 20:52:41.3810
37.00,27855,2022-03-30 20:52:41.4290
37.00,27904,2022-03-30 20:52:41.4790
37.00,27950,2022-03-30 20:52:41.5250
37.00,27999,2022-03-30 20:52:41.5730
37.00,28047,2022-03-30 20:52:41.6210
41.00,28096,2022-03-30 20:52:41.6700
41.00,28141,2022-03-30 20:52:41.7150
41.00,28185,2022-03-30 20:52:41.7600
41.00,28232,2022-03-30 20:52:41.8060
41.00,28280,2022-03-30 20:52:41.8540
41.00,28324,2022-03-30 20:52:41.8980
41.00,28364,2022-03-30 20:52:41.9380
41.00,28395,2022-03-30 20:52:41.9690
41.00,28440,2022-03-30 20:52:42.0150
41.00,28484,2022-03-30 20:52:42.0580
41.00,28520,2022-03-30 20:52:42.0950
41.00,28568,2022-03-30 20:52:42.1420
41.00,28615,2022-03-30 20:52:42.1890
41.00,28660,2022-03-30 20:52:42.2350
41.00,28708,2022-03-30 20:52:42.2830
41.00,28757,2022-03-30 20:52:42.3320
32.00,28804,2022-03-30 20:52:42.3780
32.00,28849,2022-03-30 20:52:42.4230
32.00,28885,2022-03-30 20:52:42.4600
32.00,28914,2022-03-30 20:52:42.4890
32.00,28945,2022-03-30 20:52:42.5200
32.00,28985,2022-03-30 20:52:42.5600
32.00,29021,2022-03-30 20:52:42.5950
32.00,29054,2022-03-30 20:52:42.6290
32.00,29086,2022-03-30 20:52:42.6600
32.00,29113,2022-03-30 20:52:42.6880
32.00,29144,2022-03-30 20:52:42.7180
32.00,29174,2022-03-30 20:52:42.7480
32.00,29205,2022-03-30 20:52:42.7800
32.00,29241,2022-03-30 20:52:42.8160
32.00,29287,2022-03-30 20:52:42.8610
32.00,29317,2022-03-30 20:52:42.8920
32.00,29349,2022-03-30 20:52:42.9240
32.00,29377,2022-03-30 20:52:42.9510
32.00,29402,2022-03-30 20:52:42.9770
32.00,29434,2022-03-30 20:52:43.0090
32.00,29465,2022-03-30 20:52:43.0400
32.00,29506,2022-03-30 20:52:43.0810
32.00,29551,2022-03-30 20:52:43.1260
32.00,29600,2022-03-30 20:52:43.1750
32.00,29647,2022-03-30 20:52:43.2210
32.00,29696,2022-03-30 20:52:43.2700
32.00,29742,2022-03-30 20:52:43.3170
32.00,29792,2022-03-30 20:52:43.3670
32.00,29838,2022-03-30 20:52:43.4120
32.00,29885,2022-03-30 20:52:43.4600
32.00,29928,2022-03-30 20:52:43.5020
32.00,29974,2022-03-30 20:52:43.5480
32.00,30022,2022-03-30 20:52:43.5960
32.00,30066,2022-03-30 20:52:43.6400
32.00,30112,2022-03-30 20:52:43.6870
32.00,30158,2022-03-30 20:52:43.7330
46.00,30206,2022-03-30 20:52:43.7810
46.00,30253,2022-03-30 20:52:43.8270
46.00,30300,2022-03-30 20:52:43.8740
46.00,30346,2022-03-30 20:52:43.9200
46.00,30392,2022-03-30 20:52:43.9670
46.00,30444,2022-03-30 20:52:44.0190
46.00,30492,2022-03-30 20:52:44.0660
46.00,30537,2022-03-30 20:52:44.1120
46.00,30587,2022-03-30 20:52:44.1620
46.00,30634,2022-03-30 20:52:44.2090
46.00,30681,2022-03-30 20:52:44.2560
46.00,30728,2022-03-30 20:52:44.3030
46.00,30767,2022-03-30 20:52:44.3410
46.00,30793,2022-03-30 20:52:44.3670
46.00,30825,2022-03-30 20:52:44.3990
46.00,30854,2022-03-30 20:52:44.4290
35.00,30891,2022-03-30 20:52:44.4660
35.00,30939,2022-03-30 20:52:44.5140
35.00,30986,2022-03-30 20:52:44.5600
35.00,31021,2022-03-30 20:52:44.5960
35.00,31055,2022-03-30 20:52:44.6290
35.00,31088,2022-03-30 20:52:44.6630
35.00,31123,2022-03-30 20:52:44.6980
35.00,31154,2022-03-30 20:52:44.7280
35.00,31193,2022-03-30 20:52:44.7670
35.00,31227,2022-03-30 20:52:44.8020
35.00,31265,2022-03-30 20:52:44.8400
35.00,31295,2022-03-30 20:52:44.8700
35.00,31325,2022-03-30 20:52:44.8990
35.00,31355,2022-03-30 20:52:44.9290
35.00,31386,2022-03-30 20:52:44.9610
35.00,31425,2022-03-30 20:52:45.0000
35.00,31474,2022-03-30 20:52:45.0480
35.00,31521,2022-03-30 20:52:45.0960
34.00,31567,2022-03-30 20:52:45.1420
34.00,31615,2022-03-30 20:52:45.1900
34.00,31651,2022-03-30 20:52:45.2260
34.00,31679,2022-03-30 20:52:45.2530
34.00,31708,2022-03-30 20:52:45.2830
34.00,31735,2022-03-30 20:52:45.3090
34.00,31765,2022-03-30 20:52:45.3400
34.00,31808,2022-03-30 20:52:45.3820
34.00,31857,2022-03-30 20:52:45.4310
34.00,31903,2022-03-30 20:52:45.4770
34.00,31949,2022-03-30 20:52:45.5230
34.00,31997,2022-03-30 20:52:45.5710
34.00,32041,2022-03-30 20:52:45.6160
34.00,32089,2022-03-30 20:52:45.6630
34.00,32134,2022-03-30 20:52:45.7090
34.00,32182,2022-03-30 20:52:45.7560
34.00,32215,2022-03-30 20:52:45.7900
34.00,32244,2022-03-30 20:52:45.8180
41.00,32275,2022-03-30 20:52:45.8500
41.00,32303,2022-03-30 20:52:45.8780
41.00,32332,2022-03-30 20:52:45.9070
41.00,32377,2022-03-30 20:52:45.9520
41.00,32425,2022-03-30 20:52:46.0000
41.00,32455,2022-03-30 20:52:46.0300
41.00,32492,2022-03-30 20:52:46.0670
41.00,32536,2022-03-30 20:52:46.1100
41.00,32564,2022-03-30 20:52:46.1390
41.00,32606,2022-03-30 20:52:46.1810
41.00,32643,2022-03-30 20:52:46.2170
41.00,32677,2022-03-30 20:52:46.2520
41.00,32702,2022-03-30 20:52:46.2760
41.00,32747,2022-03-30 20:52:46.3220
41.00,32791,2022-03-30 20:52:46.3660
41.00,32827,2022-03-30 20:52:46.4020
41.00,32857,2022-03-30 20:52:46.4320
41.00,32882,2022-03-30 20:52:46.4560
41.00,32912,2022-03-30 20:52:46.4870
41.00,32942,2022-03-30 20:52:46.5170
36.00,32986,2022-03-30 20:52:46.5600
36.00,33033,2022-03-30 20:52:46.6070
36.00,33080,2022-03-30 20:52:46.6540
36.00,33124,2022-03-30 20:52:46.6990
36.00,33171,2022-03-30 20:52:46.7450
36.00,33217,2022-03-30 20:52:46.7910
36.00,33262,2022-03-30 20:52:46.8370
36.00,33308,2022-03-30 20:52:46.8820
36.00,33340,2022-03-30 20:52:46.9150
36.00,33368,2022-03-30 20:52:46.9430
36.00,33397,2022-03-30 20:52:46.9720
36.00,33424,2022-03-30 20:52:46.9980
36.00,33463,2022-03-30 20:52:47.0370
36.00,33509,2022-03-30 20:52:47.0830
36.00,33551,2022-03-30 20:52:47.1250
36.00,33595,2022-03-30 20:52:47.1700
36.00,33635,2022-03-30 20:52:47.2100
33.00,33667,2022-03-30 20:52:47.2420
33.00,33698,2022-03-30 20:52:47.2730
33.00,33746,2022-03-30 20:52:47.3200
33.00,33795,2022-03-30 20:52:47.3700
33.00,33840,2022-03-30 20:52:47.4140
33.00,33886,2022-03-30 20:52:47.4610
33.00,33931,2022-03-30 20:52:47.5050
33.00,33965,2022-03-30 20:52:47.5400
33.00,33994,2022-03-30 20:52:47.5690
33.00,34024,2022-03-30 20:52:47.5990
33.00,34060,2022-03-30 20:52:47.6350
33.00,34098,2022-03-30 20:52:47.6730
33.00,34127,2022-03-30 20:52:47.7010
33.00,34168,2022-03-30 20:52:47.7420
33.00,34215,2022-03-30 20:52:47.7890
33.00,34261,2022-03-30 20:52:47.8360
33.00,34306,2022-03-30 20:52:47.8810
33.00,34346,2022-03-30 20:52:47.9200
41.00,34379,2022-03-30 20:52:47.9530
41.00,34424,2022-03-30 20:52:47.9990
41.00,34472,2022-03-30 20:52:48.0470
41.00,34518,2022-03-30 20:52:48.0930
41.00,34565,2022-03-30 20:52:48.1390
41.00,34611,2022-03-30 20:52:48.1860
41.00,34656,2022-03-30 20:52:48.2300
41.00,34691,2022-03-30 20:52:48.2660
41.00,34740,2022-03-30 20:52:48.3140
41.00,34788,2022-03-30 20:52:48.3620
41.00,34836,2022-03-30 20:52:48.4110
41.00,34881,2022-03-30 20:52:48.4560
41.00,34929,2022-03-30 20:52:48.5040
41.00,34976,2022-03-30 20:52:48.5500
41.00,35023,2022-03-30 20:52:48.5980
42.00,35071,2022-03-30 20:52:48.6460
42.00,35119,2022-03-30 20:52:48.6940
42.00,35165,2022-03-30 20:52:48.7400
42.00,35210,2022-03-30 20:52:48.7850
42.00,35272,2022-03-30 20:52:48.8470
42.00,35316,2022-03-30 20:52:48.8910
42.00,35348,2022-03-30 20:52:48.9220
42.00,35389,2022-03-30 20:52:48.9640
42.00,35435,2022-03-30 20:52:49.0100
42.00,35485,2022-03-30 20:52:49.0600
42.00,35531,2022-03-30 20:52:49.1060
42.00,35579,2022-03-30 20:52:49.1540
42.00,35627,2022-03-30 20:52:49.2020
42.00,35675,2022-03-30 20:52:49.2490
42.00,35720,2022-03-30 20:52:49.2950
42.00,35771,2022-03-30 20:52:49.3460
33.00,35820,2022-03-30 20:52:49.3940
33.00,35865,2022-03-30 20:52:49.4390
33.00,35908,2022-03-30 20:52:49.4820
33.00,35951,2022-03-30 20:52:49.5250
33.00,35982,2022-03-30 20:52:49.5560
33.00,36028,2022-03-30 20:52:49.6030
33.00,36075,2022-03-30 20:52:49.6500
33.00,36121,2022-03-30 20:52:49.6960
33.00,36167,2022-03-30 20:52:49.7420
33.00,36209,2022-03-30 20:52:49.7840
33.00,36255,2022-03-30 20:52:49.8300
33.00,36299,2022-03-30 20:52:49.8730
33.00,36345,2022-03-30 20:52:49.9190
33.00,36378,2022-03-30 20:52:49.9530
33.00,36412,2022-03-30 20:52:49.9860
33.00,36458,2022-03-30 20:52:50.0320
34.00,36506,2022-03-30 20:52:50.0810
34.00,36551,2022-03-30 20:52:50.1250
34.00,36596,2022-03-30 20:52:50.1700
34.00,36641,2022-03-30 20:52:50.2160
34.00,36693,2022-03-30 20:52:50.2670
34.00,36737,2022-03-30 20:52:50.3120
34.00,36789,2022-03-30 20:52:50.3630
34.00,36835,2022-03-30 20:52:50.4090
34.00,36878,2022-03-30 20:52:50.4520
34.00,36927,2022-03-30 20:52:50.5010
34.00,36973,2022-03-30 20:52:50.5480
34.00,37018,2022-03-30 20:52:50.5930
34.00,37062,2022-03-30 20:52:50.6370
34.00,37109,2022-03-30 20:52:50.6830
34.00,37154,2022-03-30 20:52:50.7290
41.00,37187,2022-03-30 20:52:50.7610
41.00,37219,2022-03-30 20:52:50.7930
41.00,37255,2022-03-30 20:52:50.8290
41.00,37287,2022-03-30 20:52:50.8610
41.00,37319,2022-03-30 20:52:50.8940
41.00,37359,2022-03-30 20:52:50.9330
41.00,37389,2022-03-30 20:52:50.9630
41.00,37421,2022-03-30 20:52:50.9950
41.00,37449,2022-03-30 20:52:51.0230
41.00,37497,2022-03-30 20:52:51.0720
41.00,37542,2022-03-30 20:52:51.1170
41.00,37591,2022-03-30 20:52:51.1660
41.00,37637,2022-03-30 20:52:51.2110
41.00,37669,2022-03-30 20:52:51.2430
41.00,37697,2022-03-30 20:52:51.2710
41.00,37723,2022-03-30 20:52:51.2980
41.00,37755,2022-03-30 20:52:51.3300
41.00,37783,2022-03-30 20:52:51.3580
41.00,37822,2022-03-30 20:52:51.3960
41.00,37868,2022-03-30 20:52:51.4420
34.00,37898,2022-03-30 20:52:51.4720
34.00,37936,2022-03-30 20:52:51.5100
34.00,37983,2022-03-30 20:52:51.5570
34.00,38027,2022-03-30 20:52:51.6010
34.00,38059,2022-03-30 20:52:51.6330
34.00,38100,2022-03-30 20:52:51.6740
34.00,38145,2022-03-30 20:52:51.7200
34.00,38190,2022-03-30 20:52:51.7650
34.00,38238,2022-03-30 20:52:51.8130
34.00,38283,2022-03-30 20:52:51.8580
34.00,38313,2022-03-30 20:52:51.8880
34.00,38348,2022-03-30 20:52:51.9220
34.00,38393,2022-03-30 20:52:51.9680
34.00,38439,2022-03-30 20:52:52.0140
34.00,38484,2022-03-30 20:52:52.0590
34.00,38528,2022-03-30 20:52:52.1030
34.00,38573,2022-03-30 20:52:52.1480
34.00,38621,2022-03-30 20:52:52.1960
34.00,38667,2022-03-30 20:52:52.2420
34.00,38714,2022-03-30 20:52:52.2880
34.00,38760,2022-03-30 20:52:52.3340
34.00,38805,2022-03-30 20:52:52.3800
34.00,38852,2022-03-30 20:52:52.4260
34.00,38900,2022-03-30 20:52:52.4750
34.00,38944,2022-03-30 20:52:52.5190
34.00,38990,2022-03-30 20:52:52.5650
34.00,39035,2022-03-30 20:52:52.6090
34.00,39082,2022-03-30 20:52:52.6560
34.00,39128,2022-03-30 20:52:52.7020
34.00,39174,2022-03-30 20:52:52.7490
34.00,39213,2022-03-30 20:52:52.7880
34.00,39247,2022-03-30 20:52:52.8220
46.00,39280,2022-03-30 20:52:52.8540
46.00,39308,2022-03-30 20:52:52.8830
46.00,39357,2022-03-30 20:52:52.9320
46.00,39402,2022-03-30 20:52:52.9770
46.00,39447,2022-03-30 20:52:53.0210
46.00,39494,2022-03-30 20:52:53.0690
46.00,39540,2022-03-30 20:52:53.1150
46.00,39586,2022-03-30 20:52:53.1610
46.00,39632,2022-03-30 20:52:53.2070
46.00,39682,2022-03-30 20:52:53.2570
46.00,39729,2022-03-30 20:52:53.3030
46.00,39764,2022-03-30 20:52:53.3380
46.00,39786,2022-03-30 20:52:53.3600
46.00,39813,2022-03-30 20:52:53.3870
46.00,39839,2022-03-30 20:52:53.4140
46.00,39860,2022-03-30 20:52:53.4340
46.00,39894,2022-03-30 20:52:53.4690
46.00,39928,2022-03-30 20:52:53.5020
46.00,39976,2022-03-30 20:52:53.5510
34.00,40025,2022-03-30 20:52:53.6000
34.00,40073,2022-03-30 20:52:53.6470
34.00,40117,2022-03-30 20:52:53.6920
34.00,40163,2022-03-30 20:52:53.7370
34.00,40208,2022-03-30 20:52:53.7830
34.00,40256,2022-03-30 20:52:53.8300
34.00,40300,2022-03-30 20:52:53.8740
34.00,40348,2022-03-30 20:52:53.9230
34.00,40397,2022-03-30 20:52:53.9720
34.00,40447,2022-03-30 20:52:54.0220
34.00,40497,2022-03-30 20:52:54.0710
34.00,40540,2022-03-30 20:52:54.1140
34.00,40587,2022-03-30 20:52:54.1620
34.00,40632,2022-03-30 20:52:54.2060
33.00,40680,2022-03-30 20:52:54.2550
33.00,40728,2022-03-30 20:52:54.3020
33.00,40775,2022-03-30 20:52:54.3500
33.00,40821,2022-03-30 20:52:54.3950
33.00,40867,2022-03-30 20:52:54.4420
33.00,40916,2022-03-30 20:52:54.4910
33.00,40963,2022-03-30 20:52:54.5370
33.00,41010,2022-03-30 20:52:54.5840
33.00,41056,2022-03-30 20:52:54.6300
33.00,41104,2022-03-30 20:52:54.6780
33.00,41152,2022-03-30 20:52:54.7260
33.00,41197,2022-03-30 20:52:54.7710
33.00,41247,2022-03-30 20:52:54.8220
33.00,41294,2022-03-30 20:52:54.8680
33.00,41344,2022-03-30 20:52:54.9180
42.00,41390,2022-03-30 20:52:54.9650
42.00,41437,2022-03-30 20:52:55.0110
42.00,41484,2022-03-30 20:52:55.0580
42.00,41530,2022-03-30 20:52:55.1040
42.00,41575,2022-03-30 20:52:55.1490
42.00,41621,2022-03-30 20:52:55.1950
42.00,41666,2022-03-30 20:52:55.2400
42.00,41709,2022-03-30 20:52:55.2840
42.00,41757,2022-03-30 20:52:55.3320
42.00,41800,2022-03-30 20:52:55.3740
42.00,41837,2022-03-30 20:52:55.4110
42.00,41875,2022-03-30 20:52:55.4490
42.00,41905,2022-03-30 20:52:55.4790
42.00,41944,2022-03-30 20:52:55.5180
42.00,41988,2022-03-30 20:52:55.5630
42.00,42034,2022-03-30 20:52:55.6080
38.00,42082,2022-03-30 20:52:55.6560
38.00,42126,2022-03-30 20:52:55.7010
38.00,42177,2022-03-30 20:52:55.7520
38.00,42223,2022-03-30 20:52:55.7970
38.00,42268,2022-03-30 20:52:55.8420
38.00,42302,2022-03-30 20:52:55.8770
38.00,42343,2022-03-30 20:52:55.9180
38.00,42379,2022-03-30 20:52:55.9540
38.00,42415,2022-03-30 20:52:55.9900
38.00,42445,2022-03-30 20:52:56.0190
38.00,42473,2022-03-30 20:52:56.0480
38.00,42509,2022-03-30 20:52:56.0840
38.00,42553,2022-03-30 20:52:56.1280
38.00,42600,2022-03-30 20:52:56.1750
38.00,42662,2022-03-30 20:52:56.2360
38.00,42707,2022-03-30 20:52:56.2820
38.00,42753,2022-03-30 20:52:56.3280
33.00,42800,2022-03-30 20:52:56.3740
33.00,42852,2022-03-30 20:52:56.4260
33.00,42897,2022-03-30 20:52:56.4720
33.00,42944,2022-03-30 20:52:56.5180
33.00,42989,2022-03-30 20:52:56.5640
33.00,43034,2022-03-30 20:52:56.6080
33.00,43079,2022-03-30 20:52:56.6540
33.00,43127,2022-03-30 20:52:56.7020
33.00,43176,2022-03-30 20:52:56.7510
33.00,43225,2022-03-30 20:52:56.8000
33.00,43270,2022-03-30 20:52:56.8450
33.00,43319,2022-03-30 20:52:56.8930
33.00,43364,2022-03-30 20:52:56.9390
33.00,43410,2022-03-30 20:52:56.9850
33.00,43456,2022-03-30 20:52:57.0310
38.00,43505,2022-03-30 20:52:57.0790
38.00,43549,2022-03-30 20:52:57.1240
38.00,43596,2022-03-30 20:52:57.1700
38.00,43643,2022-03-30 20:52:57.2170
38.00,43686,2022-03-30 20:52:57.2610
38.00,43731,2022-03-30 20:52:57.3050
38.00,43784,2022-03-30 20:52:57.3580
38.00,43829,2022-03-30 20:52:57.4040
38.00,43876,2022-03-30 20:52:57.4500
38.00,43923,2022-03-30 20:52:57.4970
38.00,43967,2022-03-30 20:52:57.5410
38.00,44015,2022-03-30 20:52:57.5900
38.00,44067,2022-03-30 20:52:57.6420
38.00,44115,2022-03-30 20:52:57.6890
38.00,44165,2022-03-30 20:52:57.7390
41.00,44213,2022-03-30 20:52:57.7870
41.00,44257,2022-03-30 20:52:57.8320
41.00,44301,2022-03-30 20:52:57.8750
41.00,44345,2022-03-30 20:52:57.9200
41.00,44390,2022-03-30 20:52:57.9650
41.00,44437,2022-03-30 20:52:58.0110
41.00,44483,2022-03-30 20:52:58.0570
41.00,44527,2022-03-30 20:52:58.1020
41.00,44576,2022-03-30 20:52:58.1500
41.00,44625,2022-03-30 20:52:58.1990
41.00,44667,2022-03-30 20:52:58.2420
41.00,44712,2022-03-30 20:52:58.2860
41.00,44758,2022-03-30 20:52:58.3320
41.00,44806,2022-03-30 20:52:58.3810
41.00,44857,2022-03-30 20:52:58.4320
33.00,44908,2022-03-30 20:52:58.4820
33.00,44955,2022-03-30 20:52:58.5290
33.00,45002,2022-03-30 20:52:58.5770
33.00,45047,2022-03-30 20:52:58.6210
33.00,45095,2022-03-30 20:52:58.6690
33.00,45140,2022-03-30 20:52:58.7140
33.00,45185,2022-03-30 20:52:58.7600
33.00,45231,2022-03-30 20:52:58.8050
33.00,45281,2022-03-30 20:52:58.8550
33.00,45329,2022-03-30 20:52:58.9030
33.00,45374,2022-03-30 20:52:58.9480
33.00,45419,2022-03-30 20:52:58.9940
33.00,45468,2022-03-30 20:52:59.0430
33.00,45516,2022-03-30 20:52:59.0900
33.00,45563,2022-03-30 20:52:59.1370
36.00,45610,2022-03-30 20:52:59.1850
36.00,45657,2022-03-30 20:52:59.2310
36.00,45700,2022-03-30 20:52:59.2750
36.00,45749,2022-03-30 20:52:59.3240
36.00,45796,2022-03-30 20:52:59.3710
36.00,45844,2022-03-30 20:52:59.4180
36.00,45888,2022-03-30 20:52:59.4620
36.00,45936,2022-03-30 20:52:59.5100
36.00,45984,2022-03-30 20:52:59.5580
36.00,46033,2022-03-30 20:52:59.6070
36.00,46078,2022-03-30 20:52:59.6530
36.00,46123,2022-03-30 20:52:59.6970
36.00,46169,2022-03-30 20:52:59.7440
36.00,46215,2022-03-30 20:52:59.7900
36.00,46262,2022-03-30 20:52:59.8360
43.00,46311,2022-03-30 20:52:59.8850
43.00,46356,2022-03-30 20:52:59.9300
43.00,46401,2022-03-30 20:52:59.9760
43.00,46451,2022-03-30 20:53:00.0250
43.00,46500,2022-03-30 20:53:00.0750
43.00,46545,2022-03-30 20:53:00.1190
43.00,46590,2022-03-30 20:53:00.1640
43.00,46636,2022-03-30 20:53:00.2110
43.00,46683,2022-03-30 20:53:00.2580
43.00,46730,2022-03-30 20:53:00.3050
43.00,46777,2022-03-30 20:53:00.3510
43.00,46827,2022-03-30 20:53:00.4010
43.00,46878,2022-03-30 20:53:00.4530
43.00,46925,2022-03-30 20:53:00.5000
43.00,46970,2022-03-30 20:53:00.5450
32.00,47021,2022-03-30 20:53:00.5950
32.00,47066,2022-03-30 20:53:00.6410
32.00,47114,2022-03-30 20:53:00.6880
32.00,47161,2022-03-30 20:53:00.7360
32.00,47208,2022-03-30 20:53:00.7820
32.00,47256,2022-03-30 20:53:00.8310
32.00,47303,2022-03-30 20:53:00.8770
32.00,47348,2022-03-30 20:53:00.9230
32.00,47395,2022-03-30 20:53:00.9690
32.00,47443,2022-03-30 20:53:01.0180
32.00,47488,2022-03-30 20:53:01.0630
32.00,47539,2022-03-30 20:53:01.1130
32.00,47585,2022-03-30 20:53:01.1600
32.00,47632,2022-03-30 20:53:01.2060
32.00,47680,2022-03-30 20:53:01.2550
32.00,47727,2022-03-30 20:53:01.3020
32.00,47775,2022-03-30 20:53:01.3490
32.00,47814,2022-03-30 20:53:01.3890
32.00,47844,2022-03-30 20:53:01.4190
32.00,47875,2022-03-30 20:53:01.4490
32.00,47905,2022-03-30 20:53:01.4790
32.00,47941,2022-03-30 20:53:01.5150
32.00,47970,2022-03-30 20:53:01.5450
32.00,48016,2022-03-30 20:53:01.5910
32.00,48061,2022-03-30 20:53:01.6360
32.00,48108,2022-03-30 20:53:01.6830
32.00,48155,2022-03-30 20:53:01.7300
32.00,48205,2022-03-30 20:53:01.7800
32.00,48254,2022-03-30 20:53:01.8280
32.00,48299,2022-03-30 20:53:01.8740
32.00,48345,2022-03-30 20:53:01.9200
45.00,48390,2022-03-30 20:53:01.9650
45.00,48438,2022-03-30 20:53:02.0130
45.00,48484,2022-03-30 20:53:02.0580
45.00,48528,2022-03-30 20:53:02.1020
45.00,48572,2022-03-30 20:53:02.1470
45.00,48619,2022-03-30 20:53:02.1930
45.00,48667,2022-03-30 20:53:02.2410
45.00,48712,2022-03-30 20:53:02.2860
45.00,48755,2022-03-30 20:53:02.3300
45.00,48788,2022-03-30 20:53:02.3630
45.00,48837,2022-03-30 20:53:02.4110
45.00,48889,2022-03-30 20:53:02.4640
45.00,48935,2022-03-30 20:53:02.5100
45.00,48981,2022-03-30 20:53:02.5550
45.00,49026,2022-03-30 20:53:02.6000
45.00,49072,2022-03-30 20:53:02.6470
36.00,49132,2022-03-30 20:53:02.7070
36.00,49178,2022-03-30 20:53:02.7530
36.00,49225,2022-03-30 20:53:02.8000
36.00,49274,2022-03-30 20:53:02.8480
36.00,49317,2022-03-30 20:53:02.8920
36.00,49362,2022-03-30 20:53:02.9370
36.00,49411,2022-03-30 20:53:02.9860
36.00,49456,2022-03-30 20:53:03.0300
36.00,49507,2022-03-30 20:53:03.0810
36.00,49545,2022-03-30 20:53:03.1200
36.00,49594,2022-03-30 20:53:03.1690
36.00,49642,2022-03-30 20:53:03.2170
36.00,49691,2022-03-30 20:53:03.2650
36.00,49738,2022-03-30 20:53:03.3120
36.00,49788,2022-03-30 20:53:03.3620
33.00,49836,2022-03-30 20:53:03.4110
33.00,49882,2022-03-30 20:53:03.4560
33.00,49930,2022-03-30 20:53:03.5040
33.00,49976,2022-03-30 20:53:03.5500
33.00,50025,2022-03-30 20:53:03.5990
33.00,50073,2022-03-30 20:53:03.6470
33.00,50118,2022-03-30 20:53:03.6920
33.00,50162,2022-03-30 20:53:03.7370
33.00,50209,2022-03-30 20:53:03.7840
33.00,50259,2022-03-30 20:53:03.8330
33.00,50304,2022-03-30 20:53:03.8790
33.00,50351,2022-03-30 20:53:03.9260
33.00,50402,2022-03-30 20:53:03.9760
33.00,50450,2022-03-30 20:53:04.0240
40.00,50497,2022-03-30 20:53:04.0710
40.00,50544,2022-03-30 20:53:04.1180
40.00,50591,2022-03-30 20:53:04.1650
40.00,50636,2022-03-30 20:53:04.2110
40.00,50681,2022-03-30 20:53:04.2560
40.00,50730,2022-03-30 20:53:04.3040
40.00,50775,2022-03-30 20:53:04.3500
40.00,50820,2022-03-30 20:53:04.3940
40.00,50867,2022-03-30 20:53:04.4420
40.00,50917,2022-03-30 20:53:04.4910
40.00,50962,2022-03-30 20:53:04.5360
40.00,51006,2022-03-30 20:53:04.5810
40.00,51051,2022-03-30 20:53:04.6260
40.00,51112,2022-03-30 20:53:04.6870
40.00,51159,2022-03-30 20:53:04.7330
39.00,51207,2022-03-30 20:53:04.7810
39.00,51254,2022-03-30 20:53:04.8290
39.00,51299,2022-03-30 20:53:04.8740
39.00,51346,2022-03-30 20:53:04.9210
39.00,51391,2022-03-30 20:53:04.9660
39.00,51454,2022-03-30 20:53:05.0280
39.00,51501,2022-03-30 20:53:05.0750
