LIGHT (lux),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.0,209664,2020-09-30 12:06:20:631
6.0,209714,2020-09-30 12:06:20:681
6.0,209764,2020-09-30 12:06:20:731
6.0,209813,2020-09-30 12:06:20:780
6.0,209863,2020-09-30 12:06:20:830
6.0,209914,2020-09-30 12:06:20:881
4.0,209964,2020-09-30 12:06:20:931
4.0,210014,2020-09-30 12:06:20:981
0.0,210064,2020-09-30 12:06:21:031
0.0,210114,2020-09-30 12:06:21:081
4.0,210163,2020-09-30 12:06:21:130
4.0,210213,2020-09-30 12:06:21:180
6.0,210263,2020-09-30 12:06:21:230
6.0,210313,2020-09-30 12:06:21:280
6.0,210364,2020-09-30 12:06:21:331
6.0,210414,2020-09-30 12:06:21:381
6.0,210464,2020-09-30 12:06:21:431
3.0,210514,2020-09-30 12:06:21:481
0.0,210564,2020-09-30 12:06:21:531
0.0,210613,2020-09-30 12:06:21:580
0.0,210663,2020-09-30 12:06:21:630
3.0,210714,2020-09-30 12:06:21:681
6.0,210764,2020-09-30 12:06:21:731
6.0,210815,2020-09-30 12:06:21:782
6.0,210863,2020-09-30 12:06:21:830
6.0,210913,2020-09-30 12:06:21:880
6.0,210963,2020-09-30 12:06:21:930
6.0,211013,2020-09-30 12:06:21:980
0.0,211063,2020-09-30 12:06:22:030
0.0,211113,2020-09-30 12:06:22:080
6.0,211165,2020-09-30 12:06:22:132
6.0,211214,2020-09-30 12:06:22:181
6.0,211263,2020-09-30 12:06:22:230
6.0,211313,2020-09-30 12:06:22:280
6.0,211364,2020-09-30 12:06:22:331
6.0,211414,2020-09-30 12:06:22:381
6.0,211463,2020-09-30 12:06:22:430
0.0,211513,2020-09-30 12:06:22:480
0.0,211564,2020-09-30 12:06:22:531
0.0,211614,2020-09-30 12:06:22:581
0.0,211664,2020-09-30 12:06:22:631
6.0,211714,2020-09-30 12:06:22:681
6.0,211764,2020-09-30 12:06:22:731
6.0,211814,2020-09-30 12:06:22:781
4.0,211864,2020-09-30 12:06:22:831
4.0,211914,2020-09-30 12:06:22:881
4.0,211964,2020-09-30 12:06:22:931
0.0,212014,2020-09-30 12:06:22:981
0.0,212064,2020-09-30 12:06:23:031
0.0,212114,2020-09-30 12:06:23:081
0.0,212164,2020-09-30 12:06:23:131
6.0,212214,2020-09-30 12:06:23:181
6.0,212264,2020-09-30 12:06:23:231
6.0,212314,2020-09-30 12:06:23:281
6.0,212363,2020-09-30 12:06:23:330
6.0,212413,2020-09-30 12:06:23:380
4.0,212464,2020-09-30 12:06:23:431
4.0,212514,2020-09-30 12:06:23:481
0.0,212563,2020-09-30 12:06:23:530
0.0,212614,2020-09-30 12:06:23:581
4.0,212664,2020-09-30 12:06:23:631
4.0,212714,2020-09-30 12:06:23:681
6.0,212764,2020-09-30 12:06:23:731
6.0,212816,2020-09-30 12:06:23:783
6.0,212864,2020-09-30 12:06:23:831
6.0,212914,2020-09-30 12:06:23:881
6.0,212964,2020-09-30 12:06:23:931
0.0,213014,2020-09-30 12:06:23:981
0.0,213064,2020-09-30 12:06:24:031
0.0,213113,2020-09-30 12:06:24:080
3.0,213166,2020-09-30 12:06:24:133
6.0,213215,2020-09-30 12:06:24:182
6.0,213264,2020-09-30 12:06:24:231
6.0,213314,2020-09-30 12:06:24:281
6.0,213365,2020-09-30 12:06:24:332
6.0,213414,2020-09-30 12:06:24:381
6.0,213464,2020-09-30 12:06:24:431
4.0,213513,2020-09-30 12:06:24:480
0.0,213564,2020-09-30 12:06:24:531
0.0,213615,2020-09-30 12:06:24:582
0.0,213664,2020-09-30 12:06:24:631
4.0,213713,2020-09-30 12:06:24:680
6.0,213763,2020-09-30 12:06:24:730
6.0,213816,2020-09-30 12:06:24:783
6.0,213863,2020-09-30 12:06:24:830
6.0,213913,2020-09-30 12:06:24:880
6.0,213963,2020-09-30 12:06:24:930
3.0,214014,2020-09-30 12:06:24:981
0.0,214064,2020-09-30 12:06:25:031
0.0,214114,2020-09-30 12:06:25:081
0.0,214164,2020-09-30 12:06:25:131
3.0,214214,2020-09-30 12:06:25:181
6.0,214263,2020-09-30 12:06:25:230
6.0,214314,2020-09-30 12:06:25:281
6.0,214364,2020-09-30 12:06:25:331
6.0,214414,2020-09-30 12:06:25:381
6.0,214464,2020-09-30 12:06:25:431
6.0,214513,2020-09-30 12:06:25:480
0.0,214564,2020-09-30 12:06:25:531
0.0,214614,2020-09-30 12:06:25:581
4.0,214664,2020-09-30 12:06:25:631
4.0,214714,2020-09-30 12:06:25:681
6.0,214763,2020-09-30 12:06:25:730
6.0,214814,2020-09-30 12:06:25:781
6.0,214863,2020-09-30 12:06:25:830
6.0,214913,2020-09-30 12:06:25:880
6.0,214964,2020-09-30 12:06:25:931
3.0,215014,2020-09-30 12:06:25:981
0.0,215063,2020-09-30 12:06:26:030
0.0,215114,2020-09-30 12:06:26:081
0.0,215164,2020-09-30 12:06:26:131
6.0,215214,2020-09-30 12:06:26:181
6.0,215264,2020-09-30 12:06:26:231
6.0,215314,2020-09-30 12:06:26:281
6.0,215363,2020-09-30 12:06:26:330
6.0,215413,2020-09-30 12:06:26:380
3.0,215463,2020-09-30 12:06:26:430
3.0,215514,2020-09-30 12:06:26:481
0.0,215564,2020-09-30 12:06:26:531
0.0,215613,2020-09-30 12:06:26:580
6.0,215664,2020-09-30 12:06:26:631
6.0,215715,2020-09-30 12:06:26:682
6.0,215764,2020-09-30 12:06:26:731
6.0,215814,2020-09-30 12:06:26:781
6.0,215864,2020-09-30 12:06:26:831
6.0,215913,2020-09-30 12:06:26:880
6.0,215964,2020-09-30 12:06:26:931
0.0,216014,2020-09-30 12:06:26:981
0.0,216064,2020-09-30 12:06:27:031
0.0,216113,2020-09-30 12:06:27:080
0.0,216163,2020-09-30 12:06:27:130
6.0,216213,2020-09-30 12:06:27:180
6.0,216264,2020-09-30 12:06:27:231
6.0,216313,2020-09-30 12:06:27:280
6.0,216364,2020-09-30 12:06:27:331
6.0,216414,2020-09-30 12:06:27:381
6.0,216464,2020-09-30 12:06:27:431
6.0,216514,2020-09-30 12:06:27:481
0.0,216564,2020-09-30 12:06:27:531
0.0,216614,2020-09-30 12:06:27:581
3.0,216664,2020-09-30 12:06:27:631
3.0,216714,2020-09-30 12:06:27:681
6.0,216764,2020-09-30 12:06:27:731
6.0,216814,2020-09-30 12:06:27:781
6.0,216864,2020-09-30 12:06:27:831
6.0,216914,2020-09-30 12:06:27:881
6.0,216964,2020-09-30 12:06:27:931
0.0,217014,2020-09-30 12:06:27:981
0.0,217064,2020-09-30 12:06:28:031
0.0,217114,2020-09-30 12:06:28:081
0.0,217164,2020-09-30 12:06:28:131
6.0,217213,2020-09-30 12:06:28:180
6.0,217271,2020-09-30 12:06:28:238
6.0,217314,2020-09-30 12:06:28:281
6.0,217364,2020-09-30 12:06:28:331
6.0,217414,2020-09-30 12:06:28:381
6.0,217464,2020-09-30 12:06:28:431
6.0,217514,2020-09-30 12:06:28:481
0.0,217567,2020-09-30 12:06:28:534
0.0,217613,2020-09-30 12:06:28:580
4.0,217663,2020-09-30 12:06:28:630
4.0,217714,2020-09-30 12:06:28:681
6.0,217763,2020-09-30 12:06:28:730
6.0,217814,2020-09-30 12:06:28:781
6.0,217864,2020-09-30 12:06:28:831
6.0,217914,2020-09-30 12:06:28:881
6.0,217963,2020-09-30 12:06:28:930
0.0,218014,2020-09-30 12:06:28:981
0.0,218063,2020-09-30 12:06:29:030
0.0,218113,2020-09-30 12:06:29:080
0.0,218164,2020-09-30 12:06:29:131
6.0,218214,2020-09-30 12:06:29:181
6.0,218264,2020-09-30 12:06:29:231
6.0,218314,2020-09-30 12:06:29:281
6.0,218364,2020-09-30 12:06:29:331
6.0,218414,2020-09-30 12:06:29:381
6.0,218464,2020-09-30 12:06:29:431
6.0,218514,2020-09-30 12:06:29:481
0.0,218564,2020-09-30 12:06:29:531
0.0,218614,2020-09-30 12:06:29:581
0.0,218664,2020-09-30 12:06:29:631
6.0,218714,2020-09-30 12:06:29:681
6.0,218763,2020-09-30 12:06:29:730
6.0,218814,2020-09-30 12:06:29:781
6.0,218863,2020-09-30 12:06:29:830
6.0,218914,2020-09-30 12:06:29:881
6.0,218964,2020-09-30 12:06:29:931
4.0,219014,2020-09-30 12:06:29:981
0.0,219064,2020-09-30 12:06:30:031
0.0,219114,2020-09-30 12:06:30:081
0.0,219163,2020-09-30 12:06:30:130
6.0,219213,2020-09-30 12:06:30:180
6.0,219264,2020-09-30 12:06:30:231
6.0,219313,2020-09-30 12:06:30:280
6.0,219364,2020-09-30 12:06:30:331
6.0,219414,2020-09-30 12:06:30:381
4.0,219464,2020-09-30 12:06:30:431
4.0,219514,2020-09-30 12:06:30:481
0.0,219564,2020-09-30 12:06:30:531
0.0,219614,2020-09-30 12:06:30:581
3.0,219664,2020-09-30 12:06:30:631
3.0,219713,2020-09-30 12:06:30:680
6.0,219764,2020-09-30 12:06:30:731
6.0,219814,2020-09-30 12:06:30:781
6.0,219864,2020-09-30 12:06:30:831
6.0,219914,2020-09-30 12:06:30:881
6.0,219964,2020-09-30 12:06:30:931
0.0,220014,2020-09-30 12:06:30:981
0.0,220064,2020-09-30 12:06:31:031
0.0,220113,2020-09-30 12:06:31:080
0.0,220163,2020-09-30 12:06:31:130
6.0,220214,2020-09-30 12:06:31:181
6.0,220263,2020-09-30 12:06:31:230
6.0,220314,2020-09-30 12:06:31:281
6.0,220364,2020-09-30 12:06:31:331
6.0,220414,2020-09-30 12:06:31:381
6.0,220463,2020-09-30 12:06:31:430
4.0,220514,2020-09-30 12:06:31:481
0.0,220564,2020-09-30 12:06:31:531
0.0,220613,2020-09-30 12:06:31:580
0.0,220664,2020-09-30 12:06:31:631
6.0,220713,2020-09-30 12:06:31:680
6.0,220764,2020-09-30 12:06:31:731
6.0,220814,2020-09-30 12:06:31:781
6.0,220864,2020-09-30 12:06:31:831
6.0,220914,2020-09-30 12:06:31:881
6.0,220964,2020-09-30 12:06:31:931
6.0,221014,2020-09-30 12:06:31:981
0.0,221063,2020-09-30 12:06:32:030
0.0,221113,2020-09-30 12:06:32:080
3.0,221164,2020-09-30 12:06:32:131
6.0,221214,2020-09-30 12:06:32:181
6.0,221264,2020-09-30 12:06:32:231
6.0,221314,2020-09-30 12:06:32:281
6.0,221364,2020-09-30 12:06:32:331
6.0,221414,2020-09-30 12:06:32:381
6.0,221464,2020-09-30 12:06:32:431
6.0,221514,2020-09-30 12:06:32:481
0.0,221564,2020-09-30 12:06:32:531
0.0,221614,2020-09-30 12:06:32:581
0.0,221665,2020-09-30 12:06:32:632
4.0,221713,2020-09-30 12:06:32:680
6.0,221763,2020-09-30 12:06:32:730
6.0,221814,2020-09-30 12:06:32:781
6.0,221864,2020-09-30 12:06:32:831
6.0,221915,2020-09-30 12:06:32:882
6.0,221965,2020-09-30 12:06:32:932
0.0,222014,2020-09-30 12:06:32:981
0.0,222063,2020-09-30 12:06:33:030
0.0,222114,2020-09-30 12:06:33:081
3.0,222164,2020-09-30 12:06:33:131
6.0,222214,2020-09-30 12:06:33:181
6.0,222263,2020-09-30 12:06:33:230
6.0,222314,2020-09-30 12:06:33:281
6.0,222364,2020-09-30 12:06:33:331
6.0,222413,2020-09-30 12:06:33:380
3.0,222464,2020-09-30 12:06:33:431
3.0,222514,2020-09-30 12:06:33:481
0.0,222563,2020-09-30 12:06:33:530
0.0,222613,2020-09-30 12:06:33:580
4.0,222664,2020-09-30 12:06:33:631
4.0,222714,2020-09-30 12:06:33:681
6.0,222764,2020-09-30 12:06:33:731
6.0,222814,2020-09-30 12:06:33:781
6.0,222863,2020-09-30 12:06:33:830
6.0,222913,2020-09-30 12:06:33:880
6.0,222964,2020-09-30 12:06:33:931
0.0,223014,2020-09-30 12:06:33:981
0.0,223064,2020-09-30 12:06:34:031
0.0,223116,2020-09-30 12:06:34:083
0.0,223163,2020-09-30 12:06:34:130
6.0,223214,2020-09-30 12:06:34:181
6.0,223264,2020-09-30 12:06:34:231
6.0,223316,2020-09-30 12:06:34:283
6.0,223364,2020-09-30 12:06:34:331
6.0,223414,2020-09-30 12:06:34:381
3.0,223464,2020-09-30 12:06:34:431
3.0,223514,2020-09-30 12:06:34:481
0.0,223564,2020-09-30 12:06:34:531
0.0,223614,2020-09-30 12:06:34:581
4.0,223664,2020-09-30 12:06:34:631
4.0,223714,2020-09-30 12:06:34:681
6.0,223764,2020-09-30 12:06:34:731
6.0,223814,2020-09-30 12:06:34:781
6.0,223863,2020-09-30 12:06:34:830
6.0,223914,2020-09-30 12:06:34:881
6.0,223963,2020-09-30 12:06:34:930
3.0,224014,2020-09-30 12:06:34:981
0.0,224064,2020-09-30 12:06:35:031
0.0,224113,2020-09-30 12:06:35:080
0.0,224165,2020-09-30 12:06:35:132
6.0,224214,2020-09-30 12:06:35:181
6.0,224264,2020-09-30 12:06:35:231
6.0,224313,2020-09-30 12:06:35:280
6.0,224364,2020-09-30 12:06:35:331
6.0,224414,2020-09-30 12:06:35:381
6.0,224464,2020-09-30 12:06:35:431
0.0,224514,2020-09-30 12:06:35:481
0.0,224564,2020-09-30 12:06:35:531
0.0,224614,2020-09-30 12:06:35:581
0.0,224664,2020-09-30 12:06:35:631
6.0,224713,2020-09-30 12:06:35:680
6.0,224765,2020-09-30 12:06:35:732
6.0,224814,2020-09-30 12:06:35:781
6.0,224864,2020-09-30 12:06:35:831
6.0,224913,2020-09-30 12:06:35:880
6.0,224964,2020-09-30 12:06:35:931
6.0,225014,2020-09-30 12:06:35:981
0.0,225064,2020-09-30 12:06:36:031
0.0,225113,2020-09-30 12:06:36:080
0.0,225164,2020-09-30 12:06:36:131
6.0,225214,2020-09-30 12:06:36:181
6.0,225264,2020-09-30 12:06:36:231
6.0,225315,2020-09-30 12:06:36:282
6.0,225363,2020-09-30 12:06:36:330
6.0,225414,2020-09-30 12:06:36:381
6.0,225464,2020-09-30 12:06:36:431
0.0,225513,2020-09-30 12:06:36:480
0.0,225564,2020-09-30 12:06:36:531
0.0,225614,2020-09-30 12:06:36:581
0.0,225664,2020-09-30 12:06:36:631
6.0,225714,2020-09-30 12:06:36:681
6.0,225763,2020-09-30 12:06:36:730
6.0,225814,2020-09-30 12:06:36:781
6.0,225864,2020-09-30 12:06:36:831
6.0,225914,2020-09-30 12:06:36:881
6.0,225964,2020-09-30 12:06:36:931
0.0,226014,2020-09-30 12:06:36:981
0.0,226064,2020-09-30 12:06:37:031
0.0,226114,2020-09-30 12:06:37:081
0.0,226163,2020-09-30 12:06:37:130
6.0,226213,2020-09-30 12:06:37:180
6.0,226264,2020-09-30 12:06:37:231
6.0,226314,2020-09-30 12:06:37:281
6.0,226364,2020-09-30 12:06:37:331
6.0,226414,2020-09-30 12:06:37:381
6.0,226463,2020-09-30 12:06:37:430
6.0,226514,2020-09-30 12:06:37:481
0.0,226564,2020-09-30 12:06:37:531
0.0,226614,2020-09-30 12:06:37:581
4.0,226664,2020-09-30 12:06:37:631
4.0,226714,2020-09-30 12:06:37:681
6.0,226763,2020-09-30 12:06:37:730
6.0,226814,2020-09-30 12:06:37:781
6.0,226864,2020-09-30 12:06:37:831
6.0,226914,2020-09-30 12:06:37:881
6.0,226964,2020-09-30 12:06:37:931
0.0,227013,2020-09-30 12:06:37:980
0.0,227065,2020-09-30 12:06:38:032
0.0,227114,2020-09-30 12:06:38:081
3.0,227164,2020-09-30 12:06:38:131
6.0,227213,2020-09-30 12:06:38:180
6.0,227264,2020-09-30 12:06:38:231
6.0,227313,2020-09-30 12:06:38:280
6.0,227363,2020-09-30 12:06:38:330
6.0,227414,2020-09-30 12:06:38:381
6.0,227464,2020-09-30 12:06:38:431
3.0,227514,2020-09-30 12:06:38:481
0.0,227564,2020-09-30 12:06:38:531
0.0,227614,2020-09-30 12:06:38:581
0.0,227664,2020-09-30 12:06:38:631
4.0,227714,2020-09-30 12:06:38:681
6.0,227764,2020-09-30 12:06:38:731
6.0,227814,2020-09-30 12:06:38:781
6.0,227864,2020-09-30 12:06:38:831
6.0,227914,2020-09-30 12:06:38:881
4.0,227964,2020-09-30 12:06:38:931
4.0,228014,2020-09-30 12:06:38:981
0.0,228064,2020-09-30 12:06:39:031
0.0,228114,2020-09-30 12:06:39:081
4.0,228165,2020-09-30 12:06:39:132
4.0,228214,2020-09-30 12:06:39:181
6.0,228263,2020-09-30 12:06:39:230
6.0,228314,2020-09-30 12:06:39:281
6.0,228364,2020-09-30 12:06:39:331
6.0,228413,2020-09-30 12:06:39:380
6.0,228464,2020-09-30 12:06:39:431
3.0,228514,2020-09-30 12:06:39:481
0.0,228564,2020-09-30 12:06:39:531
0.0,228613,2020-09-30 12:06:39:580
0.0,228664,2020-09-30 12:06:39:631
4.0,228714,2020-09-30 12:06:39:681
6.0,228764,2020-09-30 12:06:39:731
6.0,228814,2020-09-30 12:06:39:781
6.0,228863,2020-09-30 12:06:39:830
6.0,228914,2020-09-30 12:06:39:881
6.0,228964,2020-09-30 12:06:39:931
6.0,229013,2020-09-30 12:06:39:980
0.0,229064,2020-09-30 12:06:40:031
0.0,229113,2020-09-30 12:06:40:080
4.0,229163,2020-09-30 12:06:40:130
4.0,229214,2020-09-30 12:06:40:181
6.0,229264,2020-09-30 12:06:40:231
6.0,229314,2020-09-30 12:06:40:281
6.0,229363,2020-09-30 12:06:40:330
6.0,229414,2020-09-30 12:06:40:381
6.0,229464,2020-09-30 12:06:40:431
0.0,229513,2020-09-30 12:06:40:480
0.0,229564,2020-09-30 12:06:40:531
0.0,229614,2020-09-30 12:06:40:581
0.0,229664,2020-09-30 12:06:40:631
6.0,229714,2020-09-30 12:06:40:681
6.0,229763,2020-09-30 12:06:40:730
6.0,229814,2020-09-30 12:06:40:781
6.0,229865,2020-09-30 12:06:40:832
6.0,229913,2020-09-30 12:06:40:880
6.0,229964,2020-09-30 12:06:40:931
6.0,230013,2020-09-30 12:06:40:980
0.0,230064,2020-09-30 12:06:41:031
0.0,230114,2020-09-30 12:06:41:081
3.0,230164,2020-09-30 12:06:41:131
3.0,230215,2020-09-30 12:06:41:182
3.0,230264,2020-09-30 12:06:41:231
6.0,230314,2020-09-30 12:06:41:281
4.0,230365,2020-09-30 12:06:41:332
4.0,230413,2020-09-30 12:06:41:380
4.0,230465,2020-09-30 12:06:41:432
4.0,230515,2020-09-30 12:06:41:482
0.0,230564,2020-09-30 12:06:41:531
0.0,230613,2020-09-30 12:06:41:580
0.0,230665,2020-09-30 12:06:41:632
6.0,230714,2020-09-30 12:06:41:681
6.0,230764,2020-09-30 12:06:41:731
6.0,230814,2020-09-30 12:06:41:781
6.0,230864,2020-09-30 12:06:41:831
6.0,230913,2020-09-30 12:06:41:880
6.0,230964,2020-09-30 12:06:41:931
6.0,231014,2020-09-30 12:06:41:981
0.0,231063,2020-09-30 12:06:42:030
0.0,231113,2020-09-30 12:06:42:080
3.0,231163,2020-09-30 12:06:42:130
3.0,231214,2020-09-30 12:06:42:181
4.0,231263,2020-09-30 12:06:42:230
4.0,231314,2020-09-30 12:06:42:281
4.0,231364,2020-09-30 12:06:42:331
4.0,231414,2020-09-30 12:06:42:381
4.0,231464,2020-09-30 12:06:42:431
0.0,231514,2020-09-30 12:06:42:481
0.0,231564,2020-09-30 12:06:42:531
0.0,231614,2020-09-30 12:06:42:581
0.0,231664,2020-09-30 12:06:42:631
6.0,231714,2020-09-30 12:06:42:681
6.0,231764,2020-09-30 12:06:42:731
6.0,231816,2020-09-30 12:06:42:783
6.0,231863,2020-09-30 12:06:42:830
6.0,231913,2020-09-30 12:06:42:880
3.0,231964,2020-09-30 12:06:42:931
3.0,232014,2020-09-30 12:06:42:981
0.0,232064,2020-09-30 12:06:43:031
0.0,232113,2020-09-30 12:06:43:080
3.0,232163,2020-09-30 12:06:43:130
3.0,232213,2020-09-30 12:06:43:180
6.0,232264,2020-09-30 12:06:43:231
6.0,232314,2020-09-30 12:06:43:281
6.0,232364,2020-09-30 12:06:43:331
6.0,232414,2020-09-30 12:06:43:381
6.0,232464,2020-09-30 12:06:43:431
4.0,232514,2020-09-30 12:06:43:481
0.0,232563,2020-09-30 12:06:43:530
0.0,232613,2020-09-30 12:06:43:580
0.0,232664,2020-09-30 12:06:43:631
6.0,232714,2020-09-30 12:06:43:681
6.0,232763,2020-09-30 12:06:43:730
6.0,232813,2020-09-30 12:06:43:780
6.0,232863,2020-09-30 12:06:43:830
6.0,232913,2020-09-30 12:06:43:880
6.0,232964,2020-09-30 12:06:43:931
6.0,233014,2020-09-30 12:06:43:981
0.0,233064,2020-09-30 12:06:44:031
0.0,233114,2020-09-30 12:06:44:081
0.0,233164,2020-09-30 12:06:44:131
6.0,233214,2020-09-30 12:06:44:181
6.0,233263,2020-09-30 12:06:44:230
6.0,233314,2020-09-30 12:06:44:281
6.0,233364,2020-09-30 12:06:44:331
6.0,233413,2020-09-30 12:06:44:380
6.0,233464,2020-09-30 12:06:44:431
3.0,233513,2020-09-30 12:06:44:480
0.0,233564,2020-09-30 12:06:44:531
0.0,233613,2020-09-30 12:06:44:580
0.0,233668,2020-09-30 12:06:44:635
4.0,233714,2020-09-30 12:06:44:681
4.0,233764,2020-09-30 12:06:44:731
4.0,233814,2020-09-30 12:06:44:781
4.0,233864,2020-09-30 12:06:44:831
3.0,233914,2020-09-30 12:06:44:881
4.0,233964,2020-09-30 12:06:44:931
0.0,234014,2020-09-30 12:06:44:981
0.0,234065,2020-09-30 12:06:45:032
0.0,234114,2020-09-30 12:06:45:081
0.0,234164,2020-09-30 12:06:45:131
6.0,234214,2020-09-30 12:06:45:181
6.0,234264,2020-09-30 12:06:45:231
6.0,234316,2020-09-30 12:06:45:283
6.0,234364,2020-09-30 12:06:45:331
6.0,234414,2020-09-30 12:06:45:381
6.0,234464,2020-09-30 12:06:45:431
0.0,234513,2020-09-30 12:06:45:480
0.0,234564,2020-09-30 12:06:45:531
0.0,234613,2020-09-30 12:06:45:580
3.0,234664,2020-09-30 12:06:45:631
3.0,234714,2020-09-30 12:06:45:681
3.0,234763,2020-09-30 12:06:45:730
3.0,234813,2020-09-30 12:06:45:780
3.0,234864,2020-09-30 12:06:45:831
3.0,234914,2020-09-30 12:06:45:881
3.0,234964,2020-09-30 12:06:45:931
4.0,235014,2020-09-30 12:06:45:981
0.0,235067,2020-09-30 12:06:46:034
0.0,235113,2020-09-30 12:06:46:080
4.0,235163,2020-09-30 12:06:46:130
4.0,235214,2020-09-30 12:06:46:181
6.0,235264,2020-09-30 12:06:46:231
6.0,235314,2020-09-30 12:06:46:281
6.0,235364,2020-09-30 12:06:46:331
6.0,235414,2020-09-30 12:06:46:381
6.0,235464,2020-09-30 12:06:46:431
6.0,235514,2020-09-30 12:06:46:481
0.0,235566,2020-09-30 12:06:46:533
0.0,235615,2020-09-30 12:06:46:582
0.0,235663,2020-09-30 12:06:46:630
0.0,235714,2020-09-30 12:06:46:681
6.0,235764,2020-09-30 12:06:46:731
6.0,235814,2020-09-30 12:06:46:781
6.0,235864,2020-09-30 12:06:46:831
6.0,235914,2020-09-30 12:06:46:881
6.0,235964,2020-09-30 12:06:46:931
0.0,236014,2020-09-30 12:06:46:981
0.0,236064,2020-09-30 12:06:47:031
0.0,236114,2020-09-30 12:06:47:081
0.0,236164,2020-09-30 12:06:47:131
6.0,236215,2020-09-30 12:06:47:182
6.0,236264,2020-09-30 12:06:47:231
6.0,236314,2020-09-30 12:06:47:281
6.0,236364,2020-09-30 12:06:47:331
6.0,236414,2020-09-30 12:06:47:381
4.0,236464,2020-09-30 12:06:47:431
4.0,236513,2020-09-30 12:06:47:480
0.0,236563,2020-09-30 12:06:47:530
0.0,236613,2020-09-30 12:06:47:580
3.0,236664,2020-09-30 12:06:47:631
3.0,236713,2020-09-30 12:06:47:680
6.0,236763,2020-09-30 12:06:47:730
6.0,236813,2020-09-30 12:06:47:780
6.0,236863,2020-09-30 12:06:47:830
6.0,236914,2020-09-30 12:06:47:881
6.0,236964,2020-09-30 12:06:47:931
4.0,237014,2020-09-30 12:06:47:981
0.0,237064,2020-09-30 12:06:48:031
0.0,237113,2020-09-30 12:06:48:080
0.0,237163,2020-09-30 12:06:48:130
6.0,237214,2020-09-30 12:06:48:181
6.0,237264,2020-09-30 12:06:48:231
6.0,237314,2020-09-30 12:06:48:281
6.0,237363,2020-09-30 12:06:48:330
6.0,237414,2020-09-30 12:06:48:381
6.0,237464,2020-09-30 12:06:48:431
3.0,237514,2020-09-30 12:06:48:481
0.0,237563,2020-09-30 12:06:48:530
0.0,237614,2020-09-30 12:06:48:581
0.0,237663,2020-09-30 12:06:48:630
6.0,237714,2020-09-30 12:06:48:681
6.0,237764,2020-09-30 12:06:48:731
6.0,237814,2020-09-30 12:06:48:781
6.0,237864,2020-09-30 12:06:48:831
6.0,237914,2020-09-30 12:06:48:881
6.0,237964,2020-09-30 12:06:48:931
0.0,238013,2020-09-30 12:06:48:980
0.0,238063,2020-09-30 12:06:49:030
0.0,238113,2020-09-30 12:06:49:080
0.0,238164,2020-09-30 12:06:49:131
6.0,238214,2020-09-30 12:06:49:181
6.0,238264,2020-09-30 12:06:49:231
6.0,238314,2020-09-30 12:06:49:281
6.0,238365,2020-09-30 12:06:49:332
6.0,238413,2020-09-30 12:06:49:380
6.0,238463,2020-09-30 12:06:49:430
4.0,238513,2020-09-30 12:06:49:480
0.0,238563,2020-09-30 12:06:49:530
0.0,238613,2020-09-30 12:06:49:580
3.0,238663,2020-09-30 12:06:49:630
3.0,238714,2020-09-30 12:06:49:681
6.0,238763,2020-09-30 12:06:49:730
6.0,238813,2020-09-30 12:06:49:780
6.0,238863,2020-09-30 12:06:49:830
6.0,238913,2020-09-30 12:06:49:880
6.0,238964,2020-09-30 12:06:49:931
0.0,239014,2020-09-30 12:06:49:981
0.0,239064,2020-09-30 12:06:50:031
0.0,239115,2020-09-30 12:06:50:082
3.0,239164,2020-09-30 12:06:50:131
6.0,239214,2020-09-30 12:06:50:181
6.0,239264,2020-09-30 12:06:50:231
6.0,239314,2020-09-30 12:06:50:281
6.0,239365,2020-09-30 12:06:50:332
6.0,239413,2020-09-30 12:06:50:380
4.0,239464,2020-09-30 12:06:50:431
0.0,239514,2020-09-30 12:06:50:481
0.0,239564,2020-09-30 12:06:50:531
0.0,239614,2020-09-30 12:06:50:581
4.0,239664,2020-09-30 12:06:50:631
6.0,239714,2020-09-30 12:06:50:681
6.0,239764,2020-09-30 12:06:50:731
6.0,239813,2020-09-30 12:06:50:780
6.0,239863,2020-09-30 12:06:50:830
6.0,239914,2020-09-30 12:06:50:881
6.0,239964,2020-09-30 12:06:50:931
4.0,240014,2020-09-30 12:06:50:981
0.0,240064,2020-09-30 12:06:51:031
0.0,240114,2020-09-30 12:06:51:081
0.0,240163,2020-09-30 12:06:51:130
6.0,240214,2020-09-30 12:06:51:181
6.0,240263,2020-09-30 12:06:51:230
6.0,240315,2020-09-30 12:06:51:282
6.0,240363,2020-09-30 12:06:51:330
6.0,240413,2020-09-30 12:06:51:380
6.0,240463,2020-09-30 12:06:51:430
0.0,240513,2020-09-30 12:06:51:480
0.0,240563,2020-09-30 12:06:51:530
0.0,240613,2020-09-30 12:06:51:580
4.0,240664,2020-09-30 12:06:51:631
6.0,240714,2020-09-30 12:06:51:681
6.0,240764,2020-09-30 12:06:51:731
6.0,240816,2020-09-30 12:06:51:783
6.0,240864,2020-09-30 12:06:51:831
6.0,240914,2020-09-30 12:06:51:881
6.0,240963,2020-09-30 12:06:51:930
0.0,241014,2020-09-30 12:06:51:981
0.0,241064,2020-09-30 12:06:52:031
0.0,241114,2020-09-30 12:06:52:081
0.0,241163,2020-09-30 12:06:52:130
6.0,241213,2020-09-30 12:06:52:180
6.0,241263,2020-09-30 12:06:52:230
6.0,241313,2020-09-30 12:06:52:280
