LIGHT (lux),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.0,486914,2020-09-30 12:10:57:881
4.0,486963,2020-09-30 12:10:57:930
4.0,487014,2020-09-30 12:10:57:981
0.0,487064,2020-09-30 12:10:58:031
0.0,487113,2020-09-30 12:10:58:080
4.0,487164,2020-09-30 12:10:58:131
4.0,487214,2020-09-30 12:10:58:181
6.0,487264,2020-09-30 12:10:58:231
6.0,487313,2020-09-30 12:10:58:280
6.0,487363,2020-09-30 12:10:58:330
6.0,487413,2020-09-30 12:10:58:380
4.0,487463,2020-09-30 12:10:58:430
0.0,487514,2020-09-30 12:10:58:481
0.0,487564,2020-09-30 12:10:58:531
0.0,487614,2020-09-30 12:10:58:581
4.0,487664,2020-09-30 12:10:58:631
6.0,487714,2020-09-30 12:10:58:681
6.0,487764,2020-09-30 12:10:58:731
6.0,487814,2020-09-30 12:10:58:781
6.0,487864,2020-09-30 12:10:58:831
6.0,487914,2020-09-30 12:10:58:881
6.0,487964,2020-09-30 12:10:58:931
6.0,488014,2020-09-30 12:10:58:981
0.0,488064,2020-09-30 12:10:59:031
0.0,488114,2020-09-30 12:10:59:081
4.0,488164,2020-09-30 12:10:59:131
4.0,488214,2020-09-30 12:10:59:181
6.0,488264,2020-09-30 12:10:59:231
6.0,488316,2020-09-30 12:10:59:283
6.0,488363,2020-09-30 12:10:59:330
6.0,488414,2020-09-30 12:10:59:381
6.0,488465,2020-09-30 12:10:59:432
0.0,488514,2020-09-30 12:10:59:481
0.0,488565,2020-09-30 12:10:59:532
0.0,488614,2020-09-30 12:10:59:581
4.0,488664,2020-09-30 12:10:59:631
6.0,488715,2020-09-30 12:10:59:682
6.0,488764,2020-09-30 12:10:59:731
6.0,488814,2020-09-30 12:10:59:781
6.0,488863,2020-09-30 12:10:59:830
6.0,488914,2020-09-30 12:10:59:881
6.0,488964,2020-09-30 12:10:59:931
6.0,489014,2020-09-30 12:10:59:981
0.0,489063,2020-09-30 12:11:00:030
0.0,489113,2020-09-30 12:11:00:080
6.0,489164,2020-09-30 12:11:00:131
6.0,489214,2020-09-30 12:11:00:181
6.0,489263,2020-09-30 12:11:00:230
6.0,489313,2020-09-30 12:11:00:280
6.0,489363,2020-09-30 12:11:00:330
6.0,489413,2020-09-30 12:11:00:380
6.0,489464,2020-09-30 12:11:00:431
0.0,489514,2020-09-30 12:11:00:481
0.0,489564,2020-09-30 12:11:00:531
0.0,489613,2020-09-30 12:11:00:580
0.0,489664,2020-09-30 12:11:00:631
6.0,489714,2020-09-30 12:11:00:681
6.0,489764,2020-09-30 12:11:00:731
6.0,489813,2020-09-30 12:11:00:780
6.0,489864,2020-09-30 12:11:00:831
6.0,489914,2020-09-30 12:11:00:881
6.0,489964,2020-09-30 12:11:00:931
6.0,490013,2020-09-30 12:11:00:980
0.0,490064,2020-09-30 12:11:01:031
0.0,490114,2020-09-30 12:11:01:081
0.0,490163,2020-09-30 12:11:01:130
6.0,490216,2020-09-30 12:11:01:183
6.0,490264,2020-09-30 12:11:01:231
6.0,490314,2020-09-30 12:11:01:281
6.0,490364,2020-09-30 12:11:01:331
6.0,490414,2020-09-30 12:11:01:381
6.0,490464,2020-09-30 12:11:01:431
0.0,490514,2020-09-30 12:11:01:481
0.0,490564,2020-09-30 12:11:01:531
0.0,490614,2020-09-30 12:11:01:581
4.0,490664,2020-09-30 12:11:01:631
6.0,490714,2020-09-30 12:11:01:681
6.0,490764,2020-09-30 12:11:01:731
6.0,490817,2020-09-30 12:11:01:784
6.0,490863,2020-09-30 12:11:01:830
6.0,490913,2020-09-30 12:11:01:880
6.0,490964,2020-09-30 12:11:01:931
0.0,491013,2020-09-30 12:11:01:980
0.0,491064,2020-09-30 12:11:02:031
0.0,491114,2020-09-30 12:11:02:081
0.0,491163,2020-09-30 12:11:02:130
6.0,491213,2020-09-30 12:11:02:180
6.0,491264,2020-09-30 12:11:02:231
6.0,491314,2020-09-30 12:11:02:281
6.0,491364,2020-09-30 12:11:02:331
6.0,491414,2020-09-30 12:11:02:381
6.0,491464,2020-09-30 12:11:02:431
0.0,491513,2020-09-30 12:11:02:480
0.0,491564,2020-09-30 12:11:02:531
0.0,491614,2020-09-30 12:11:02:581
0.0,491665,2020-09-30 12:11:02:632
6.0,491714,2020-09-30 12:11:02:681
6.0,491763,2020-09-30 12:11:02:730
6.0,491816,2020-09-30 12:11:02:783
6.0,491863,2020-09-30 12:11:02:830
6.0,491914,2020-09-30 12:11:02:881
4.0,491964,2020-09-30 12:11:02:931
4.0,492013,2020-09-30 12:11:02:980
0.0,492064,2020-09-30 12:11:03:031
0.0,492114,2020-09-30 12:11:03:081
4.0,492165,2020-09-30 12:11:03:132
4.0,492214,2020-09-30 12:11:03:181
6.0,492264,2020-09-30 12:11:03:231
6.0,492313,2020-09-30 12:11:03:280
6.0,492364,2020-09-30 12:11:03:331
6.0,492415,2020-09-30 12:11:03:382
6.0,492464,2020-09-30 12:11:03:431
4.0,492513,2020-09-30 12:11:03:480
0.0,492564,2020-09-30 12:11:03:531
0.0,492614,2020-09-30 12:11:03:581
0.0,492663,2020-09-30 12:11:03:630
6.0,492713,2020-09-30 12:11:03:680
6.0,492764,2020-09-30 12:11:03:731
6.0,492814,2020-09-30 12:11:03:781
6.0,492865,2020-09-30 12:11:03:832
6.0,492913,2020-09-30 12:11:03:880
6.0,492964,2020-09-30 12:11:03:931
4.0,493013,2020-09-30 12:11:03:980
0.0,493064,2020-09-30 12:11:04:031
0.0,493114,2020-09-30 12:11:04:081
0.0,493165,2020-09-30 12:11:04:132
6.0,493214,2020-09-30 12:11:04:181
6.0,493264,2020-09-30 12:11:04:231
6.0,493314,2020-09-30 12:11:04:281
6.0,493364,2020-09-30 12:11:04:331
6.0,493414,2020-09-30 12:11:04:381
6.0,493464,2020-09-30 12:11:04:431
0.0,493513,2020-09-30 12:11:04:480
0.0,493564,2020-09-30 12:11:04:531
0.0,493613,2020-09-30 12:11:04:580
6.0,493664,2020-09-30 12:11:04:631
6.0,493714,2020-09-30 12:11:04:681
6.0,493764,2020-09-30 12:11:04:731
6.0,493814,2020-09-30 12:11:04:781
6.0,493864,2020-09-30 12:11:04:831
6.0,493914,2020-09-30 12:11:04:881
6.0,493964,2020-09-30 12:11:04:931
0.0,494013,2020-09-30 12:11:04:980
0.0,494064,2020-09-30 12:11:05:031
0.0,494114,2020-09-30 12:11:05:081
0.0,494163,2020-09-30 12:11:05:130
6.0,494214,2020-09-30 12:11:05:181
6.0,494264,2020-09-30 12:11:05:231
6.0,494313,2020-09-30 12:11:05:280
6.0,494365,2020-09-30 12:11:05:332
6.0,494413,2020-09-30 12:11:05:380
6.0,494464,2020-09-30 12:11:05:431
6.0,494514,2020-09-30 12:11:05:481
0.0,494567,2020-09-30 12:11:05:534
0.0,494614,2020-09-30 12:11:05:581
4.0,494668,2020-09-30 12:11:05:635
4.0,494714,2020-09-30 12:11:05:681
6.0,494763,2020-09-30 12:11:05:730
6.0,494813,2020-09-30 12:11:05:780
6.0,494864,2020-09-30 12:11:05:831
6.0,494914,2020-09-30 12:11:05:881
6.0,494964,2020-09-30 12:11:05:931
6.0,495013,2020-09-30 12:11:05:980
0.0,495064,2020-09-30 12:11:06:031
0.0,495114,2020-09-30 12:11:06:081
0.0,495164,2020-09-30 12:11:06:131
6.0,495214,2020-09-30 12:11:06:181
6.0,495264,2020-09-30 12:11:06:231
6.0,495314,2020-09-30 12:11:06:281
6.0,495364,2020-09-30 12:11:06:331
6.0,495414,2020-09-30 12:11:06:381
6.0,495464,2020-09-30 12:11:06:431
6.0,495513,2020-09-30 12:11:06:480
0.0,495563,2020-09-30 12:11:06:530
0.0,495613,2020-09-30 12:11:06:580
3.0,495664,2020-09-30 12:11:06:631
3.0,495713,2020-09-30 12:11:06:680
6.0,495763,2020-09-30 12:11:06:730
6.0,495813,2020-09-30 12:11:06:780
6.0,495864,2020-09-30 12:11:06:831
6.0,495914,2020-09-30 12:11:06:881
6.0,495964,2020-09-30 12:11:06:931
0.0,496013,2020-09-30 12:11:06:980
0.0,496065,2020-09-30 12:11:07:032
0.0,496113,2020-09-30 12:11:07:080
0.0,496165,2020-09-30 12:11:07:132
6.0,496214,2020-09-30 12:11:07:181
6.0,496263,2020-09-30 12:11:07:230
6.0,496313,2020-09-30 12:11:07:280
6.0,496364,2020-09-30 12:11:07:331
6.0,496414,2020-09-30 12:11:07:381
4.0,496464,2020-09-30 12:11:07:431
4.0,496514,2020-09-30 12:11:07:481
0.0,496564,2020-09-30 12:11:07:531
0.0,496614,2020-09-30 12:11:07:581
0.0,496664,2020-09-30 12:11:07:631
0.0,496714,2020-09-30 12:11:07:681
6.0,496764,2020-09-30 12:11:07:731
6.0,496813,2020-09-30 12:11:07:780
6.0,496863,2020-09-30 12:11:07:830
6.0,496913,2020-09-30 12:11:07:880
6.0,496964,2020-09-30 12:11:07:931
4.0,497014,2020-09-30 12:11:07:981
0.0,497064,2020-09-30 12:11:08:031
0.0,497114,2020-09-30 12:11:08:081
0.0,497164,2020-09-30 12:11:08:131
6.0,497214,2020-09-30 12:11:08:181
6.0,497264,2020-09-30 12:11:08:231
6.0,497313,2020-09-30 12:11:08:280
6.0,497364,2020-09-30 12:11:08:331
6.0,497414,2020-09-30 12:11:08:381
6.0,497464,2020-09-30 12:11:08:431
6.0,497514,2020-09-30 12:11:08:481
0.0,497565,2020-09-30 12:11:08:532
0.0,497614,2020-09-30 12:11:08:581
3.0,497663,2020-09-30 12:11:08:630
3.0,497714,2020-09-30 12:11:08:681
6.0,497764,2020-09-30 12:11:08:731
6.0,497814,2020-09-30 12:11:08:781
6.0,497863,2020-09-30 12:11:08:830
6.0,497913,2020-09-30 12:11:08:880
6.0,497963,2020-09-30 12:11:08:930
0.0,498013,2020-09-30 12:11:08:980
0.0,498064,2020-09-30 12:11:09:031
0.0,498114,2020-09-30 12:11:09:081
3.0,498164,2020-09-30 12:11:09:131
6.0,498213,2020-09-30 12:11:09:180
6.0,498263,2020-09-30 12:11:09:230
6.0,498314,2020-09-30 12:11:09:281
6.0,498364,2020-09-30 12:11:09:331
6.0,498413,2020-09-30 12:11:09:380
4.0,498463,2020-09-30 12:11:09:430
4.0,498513,2020-09-30 12:11:09:480
0.0,498563,2020-09-30 12:11:09:530
0.0,498614,2020-09-30 12:11:09:581
0.0,498664,2020-09-30 12:11:09:631
6.0,498714,2020-09-30 12:11:09:681
6.0,498764,2020-09-30 12:11:09:731
6.0,498814,2020-09-30 12:11:09:781
6.0,498863,2020-09-30 12:11:09:830
6.0,498915,2020-09-30 12:11:09:882
6.0,498964,2020-09-30 12:11:09:931
6.0,499014,2020-09-30 12:11:09:981
0.0,499064,2020-09-30 12:11:10:031
0.0,499114,2020-09-30 12:11:10:081
4.0,499164,2020-09-30 12:11:10:131
4.0,499214,2020-09-30 12:11:10:181
6.0,499263,2020-09-30 12:11:10:230
6.0,499314,2020-09-30 12:11:10:281
6.0,499364,2020-09-30 12:11:10:331
6.0,499414,2020-09-30 12:11:10:381
6.0,499464,2020-09-30 12:11:10:431
0.0,499514,2020-09-30 12:11:10:481
0.0,499564,2020-09-30 12:11:10:531
0.0,499614,2020-09-30 12:11:10:581
0.0,499664,2020-09-30 12:11:10:631
6.0,499714,2020-09-30 12:11:10:681
6.0,499764,2020-09-30 12:11:10:731
6.0,499814,2020-09-30 12:11:10:781
6.0,499864,2020-09-30 12:11:10:831
6.0,499913,2020-09-30 12:11:10:880
4.0,499963,2020-09-30 12:11:10:930
0.0,500014,2020-09-30 12:11:10:981
0.0,500064,2020-09-30 12:11:11:031
0.0,500113,2020-09-30 12:11:11:080
0.0,500164,2020-09-30 12:11:11:131
6.0,500214,2020-09-30 12:11:11:181
6.0,500264,2020-09-30 12:11:11:231
6.0,500314,2020-09-30 12:11:11:281
6.0,500363,2020-09-30 12:11:11:330
6.0,500414,2020-09-30 12:11:11:381
6.0,500463,2020-09-30 12:11:11:430
3.0,500513,2020-09-30 12:11:11:480
0.0,500563,2020-09-30 12:11:11:530
0.0,500613,2020-09-30 12:11:11:580
0.0,500664,2020-09-30 12:11:11:631
4.0,500713,2020-09-30 12:11:11:680
6.0,500764,2020-09-30 12:11:11:731
6.0,500814,2020-09-30 12:11:11:781
6.0,500864,2020-09-30 12:11:11:831
6.0,500914,2020-09-30 12:11:11:881
6.0,500964,2020-09-30 12:11:11:931
4.0,501015,2020-09-30 12:11:11:982
0.0,501063,2020-09-30 12:11:12:030
0.0,501115,2020-09-30 12:11:12:082
0.0,501163,2020-09-30 12:11:12:130
6.0,501213,2020-09-30 12:11:12:180
6.0,501263,2020-09-30 12:11:12:230
6.0,501314,2020-09-30 12:11:12:281
6.0,501364,2020-09-30 12:11:12:331
6.0,501414,2020-09-30 12:11:12:381
6.0,501464,2020-09-30 12:11:12:431
4.0,501514,2020-09-30 12:11:12:481
0.0,501566,2020-09-30 12:11:12:533
0.0,501614,2020-09-30 12:11:12:581
0.0,501664,2020-09-30 12:11:12:631
6.0,501714,2020-09-30 12:11:12:681
6.0,501764,2020-09-30 12:11:12:731
6.0,501813,2020-09-30 12:11:12:780
6.0,501864,2020-09-30 12:11:12:831
6.0,501913,2020-09-30 12:11:12:880
6.0,501964,2020-09-30 12:11:12:931
6.0,502014,2020-09-30 12:11:12:981
0.0,502064,2020-09-30 12:11:13:031
0.0,502113,2020-09-30 12:11:13:080
3.0,502164,2020-09-30 12:11:13:131
3.0,502214,2020-09-30 12:11:13:181
6.0,502263,2020-09-30 12:11:13:230
6.0,502313,2020-09-30 12:11:13:280
6.0,502363,2020-09-30 12:11:13:330
6.0,502414,2020-09-30 12:11:13:381
6.0,502464,2020-09-30 12:11:13:431
0.0,502514,2020-09-30 12:11:13:481
0.0,502564,2020-09-30 12:11:13:531
0.0,502614,2020-09-30 12:11:13:581
0.0,502663,2020-09-30 12:11:13:630
6.0,502714,2020-09-30 12:11:13:681
6.0,502763,2020-09-30 12:11:13:730
6.0,502814,2020-09-30 12:11:13:781
6.0,502863,2020-09-30 12:11:13:830
6.0,502913,2020-09-30 12:11:13:880
6.0,502963,2020-09-30 12:11:13:930
6.0,503014,2020-09-30 12:11:13:981
0.0,503063,2020-09-30 12:11:14:030
0.0,503114,2020-09-30 12:11:14:081
0.0,503164,2020-09-30 12:11:14:131
6.0,503214,2020-09-30 12:11:14:181
6.0,503264,2020-09-30 12:11:14:231
6.0,503314,2020-09-30 12:11:14:281
6.0,503364,2020-09-30 12:11:14:331
6.0,503414,2020-09-30 12:11:14:381
6.0,503463,2020-09-30 12:11:14:430
0.0,503513,2020-09-30 12:11:14:480
0.0,503565,2020-09-30 12:11:14:532
0.0,503614,2020-09-30 12:11:14:581
3.0,503664,2020-09-30 12:11:14:631
6.0,503714,2020-09-30 12:11:14:681
6.0,503763,2020-09-30 12:11:14:730
6.0,503813,2020-09-30 12:11:14:780
6.0,503864,2020-09-30 12:11:14:831
6.0,503914,2020-09-30 12:11:14:881
4.0,503965,2020-09-30 12:11:14:932
4.0,504014,2020-09-30 12:11:14:981
0.0,504063,2020-09-30 12:11:15:030
0.0,504113,2020-09-30 12:11:15:080
4.0,504164,2020-09-30 12:11:15:131
4.0,504214,2020-09-30 12:11:15:181
6.0,504264,2020-09-30 12:11:15:231
6.0,504315,2020-09-30 12:11:15:282
6.0,504364,2020-09-30 12:11:15:331
6.0,504414,2020-09-30 12:11:15:381
6.0,504464,2020-09-30 12:11:15:431
3.0,504514,2020-09-30 12:11:15:481
0.0,504564,2020-09-30 12:11:15:531
0.0,504613,2020-09-30 12:11:15:580
0.0,504663,2020-09-30 12:11:15:630
6.0,504714,2020-09-30 12:11:15:681
6.0,504764,2020-09-30 12:11:15:731
6.0,504814,2020-09-30 12:11:15:781
6.0,504864,2020-09-30 12:11:15:831
6.0,504913,2020-09-30 12:11:15:880
6.0,504963,2020-09-30 12:11:15:930
0.0,505013,2020-09-30 12:11:15:980
0.0,505063,2020-09-30 12:11:16:030
0.0,505113,2020-09-30 12:11:16:080
6.0,505164,2020-09-30 12:11:16:131
6.0,505214,2020-09-30 12:11:16:181
6.0,505264,2020-09-30 12:11:16:231
6.0,505314,2020-09-30 12:11:16:281
6.0,505364,2020-09-30 12:11:16:331
6.0,505414,2020-09-30 12:11:16:381
6.0,505464,2020-09-30 12:11:16:431
0.0,505514,2020-09-30 12:11:16:481
0.0,505564,2020-09-30 12:11:16:531
0.0,505614,2020-09-30 12:11:16:581
0.0,505664,2020-09-30 12:11:16:631
6.0,505713,2020-09-30 12:11:16:680
6.0,505763,2020-09-30 12:11:16:730
6.0,505813,2020-09-30 12:11:16:780
6.0,505864,2020-09-30 12:11:16:831
6.0,505914,2020-09-30 12:11:16:881
6.0,505964,2020-09-30 12:11:16:931
4.0,506014,2020-09-30 12:11:16:981
0.0,506064,2020-09-30 12:11:17:031
0.0,506114,2020-09-30 12:11:17:081
6.0,506164,2020-09-30 12:11:17:131
6.0,506213,2020-09-30 12:11:17:180
6.0,506263,2020-09-30 12:11:17:230
6.0,506313,2020-09-30 12:11:17:280
6.0,506363,2020-09-30 12:11:17:330
6.0,506413,2020-09-30 12:11:17:380
6.0,506464,2020-09-30 12:11:17:431
0.0,506514,2020-09-30 12:11:17:481
0.0,506564,2020-09-30 12:11:17:531
0.0,506614,2020-09-30 12:11:17:581
0.0,506663,2020-09-30 12:11:17:630
6.0,506714,2020-09-30 12:11:17:681
6.0,506764,2020-09-30 12:11:17:731
6.0,506814,2020-09-30 12:11:17:781
6.0,506864,2020-09-30 12:11:17:831
6.0,506914,2020-09-30 12:11:17:881
6.0,506964,2020-09-30 12:11:17:931
6.0,507013,2020-09-30 12:11:17:980
0.0,507063,2020-09-30 12:11:18:030
0.0,507114,2020-09-30 12:11:18:081
0.0,507163,2020-09-30 12:11:18:130
0.0,507214,2020-09-30 12:11:18:181
6.0,507263,2020-09-30 12:11:18:230
6.0,507313,2020-09-30 12:11:18:280
6.0,507364,2020-09-30 12:11:18:331
6.0,507414,2020-09-30 12:11:18:381
6.0,507464,2020-09-30 12:11:18:431
4.0,507514,2020-09-30 12:11:18:481
0.0,507564,2020-09-30 12:11:18:531
0.0,507614,2020-09-30 12:11:18:581
0.0,507664,2020-09-30 12:11:18:631
6.0,507714,2020-09-30 12:11:18:681
6.0,507764,2020-09-30 12:11:18:731
6.0,507813,2020-09-30 12:11:18:780
6.0,507863,2020-09-30 12:11:18:830
6.0,507914,2020-09-30 12:11:18:881
6.0,507963,2020-09-30 12:11:18:930
0.0,508014,2020-09-30 12:11:18:981
0.0,508065,2020-09-30 12:11:19:032
0.0,508114,2020-09-30 12:11:19:081
3.0,508164,2020-09-30 12:11:19:131
6.0,508214,2020-09-30 12:11:19:181
6.0,508264,2020-09-30 12:11:19:231
6.0,508314,2020-09-30 12:11:19:281
6.0,508363,2020-09-30 12:11:19:330
6.0,508413,2020-09-30 12:11:19:380
6.0,508464,2020-09-30 12:11:19:431
3.0,508513,2020-09-30 12:11:19:480
0.0,508564,2020-09-30 12:11:19:531
0.0,508615,2020-09-30 12:11:19:582
0.0,508664,2020-09-30 12:11:19:631
6.0,508714,2020-09-30 12:11:19:681
6.0,508764,2020-09-30 12:11:19:731
6.0,508814,2020-09-30 12:11:19:781
6.0,508864,2020-09-30 12:11:19:831
6.0,508914,2020-09-30 12:11:19:881
6.0,508964,2020-09-30 12:11:19:931
6.0,509013,2020-09-30 12:11:19:980
0.0,509063,2020-09-30 12:11:20:030
0.0,509114,2020-09-30 12:11:20:081
0.0,509166,2020-09-30 12:11:20:133
6.0,509214,2020-09-30 12:11:20:181
6.0,509264,2020-09-30 12:11:20:231
6.0,509314,2020-09-30 12:11:20:281
6.0,509364,2020-09-30 12:11:20:331
6.0,509415,2020-09-30 12:11:20:382
6.0,509464,2020-09-30 12:11:20:431
0.0,509514,2020-09-30 12:11:20:481
0.0,509564,2020-09-30 12:11:20:531
0.0,509613,2020-09-30 12:11:20:580
0.0,509663,2020-09-30 12:11:20:630
6.0,509714,2020-09-30 12:11:20:681
6.0,509764,2020-09-30 12:11:20:731
6.0,509814,2020-09-30 12:11:20:781
6.0,509864,2020-09-30 12:11:20:831
6.0,509914,2020-09-30 12:11:20:881
6.0,509964,2020-09-30 12:11:20:931
4.0,510014,2020-09-30 12:11:20:981
0.0,510064,2020-09-30 12:11:21:031
0.0,510114,2020-09-30 12:11:21:081
0.0,510163,2020-09-30 12:11:21:130
6.0,510214,2020-09-30 12:11:21:181
6.0,510264,2020-09-30 12:11:21:231
6.0,510314,2020-09-30 12:11:21:281
6.0,510363,2020-09-30 12:11:21:330
6.0,510413,2020-09-30 12:11:21:380
6.0,510464,2020-09-30 12:11:21:431
6.0,510514,2020-09-30 12:11:21:481
0.0,510565,2020-09-30 12:11:21:532
0.0,510614,2020-09-30 12:11:21:581
4.0,510664,2020-09-30 12:11:21:631
4.0,510714,2020-09-30 12:11:21:681
6.0,510764,2020-09-30 12:11:21:731
6.0,510814,2020-09-30 12:11:21:781
6.0,510864,2020-09-30 12:11:21:831
6.0,510914,2020-09-30 12:11:21:881
6.0,510964,2020-09-30 12:11:21:931
0.0,511014,2020-09-30 12:11:21:981
0.0,511063,2020-09-30 12:11:22:030
0.0,511114,2020-09-30 12:11:22:081
3.0,511164,2020-09-30 12:11:22:131
3.0,511214,2020-09-30 12:11:22:181
6.0,511263,2020-09-30 12:11:22:230
6.0,511313,2020-09-30 12:11:22:280
6.0,511364,2020-09-30 12:11:22:331
6.0,511414,2020-09-30 12:11:22:381
6.0,511464,2020-09-30 12:11:22:431
0.0,511514,2020-09-30 12:11:22:481
0.0,511563,2020-09-30 12:11:22:530
0.0,511613,2020-09-30 12:11:22:580
3.0,511664,2020-09-30 12:11:22:631
6.0,511713,2020-09-30 12:11:22:680
6.0,511763,2020-09-30 12:11:22:730
6.0,511813,2020-09-30 12:11:22:780
6.0,511863,2020-09-30 12:11:22:830
6.0,511913,2020-09-30 12:11:22:880
6.0,511963,2020-09-30 12:11:22:930
4.0,512014,2020-09-30 12:11:22:981
0.0,512064,2020-09-30 12:11:23:031
0.0,512113,2020-09-30 12:11:23:080
0.0,512164,2020-09-30 12:11:23:131
4.0,512213,2020-09-30 12:11:23:180
6.0,512263,2020-09-30 12:11:23:230
6.0,512314,2020-09-30 12:11:23:281
6.0,512364,2020-09-30 12:11:23:331
6.0,512414,2020-09-30 12:11:23:381
6.0,512464,2020-09-30 12:11:23:431
0.0,512513,2020-09-30 12:11:23:480
0.0,512564,2020-09-30 12:11:23:531
0.0,512613,2020-09-30 12:11:23:580
0.0,512665,2020-09-30 12:11:23:632
6.0,512714,2020-09-30 12:11:23:681
6.0,512763,2020-09-30 12:11:23:730
6.0,512813,2020-09-30 12:11:23:780
6.0,512863,2020-09-30 12:11:23:830
6.0,512914,2020-09-30 12:11:23:881
6.0,512964,2020-09-30 12:11:23:931
0.0,513013,2020-09-30 12:11:23:980
0.0,513064,2020-09-30 12:11:24:031
0.0,513114,2020-09-30 12:11:24:081
4.0,513164,2020-09-30 12:11:24:131
6.0,513214,2020-09-30 12:11:24:181
6.0,513264,2020-09-30 12:11:24:231
6.0,513314,2020-09-30 12:11:24:281
6.0,513364,2020-09-30 12:11:24:331
6.0,513414,2020-09-30 12:11:24:381
6.0,513464,2020-09-30 12:11:24:431
0.0,513514,2020-09-30 12:11:24:481
0.0,513563,2020-09-30 12:11:24:530
0.0,513614,2020-09-30 12:11:24:581
4.0,513664,2020-09-30 12:11:24:631
6.0,513714,2020-09-30 12:11:24:681
6.0,513763,2020-09-30 12:11:24:730
6.0,513813,2020-09-30 12:11:24:780
6.0,513865,2020-09-30 12:11:24:832
6.0,513915,2020-09-30 12:11:24:882
6.0,513963,2020-09-30 12:11:24:930
6.0,514014,2020-09-30 12:11:24:981
0.0,514064,2020-09-30 12:11:25:031
0.0,514114,2020-09-30 12:11:25:081
6.0,514164,2020-09-30 12:11:25:131
6.0,514213,2020-09-30 12:11:25:180
6.0,514263,2020-09-30 12:11:25:230
6.0,514315,2020-09-30 12:11:25:282
6.0,514364,2020-09-30 12:11:25:331
6.0,514414,2020-09-30 12:11:25:381
6.0,514464,2020-09-30 12:11:25:431
4.0,514513,2020-09-30 12:11:25:480
0.0,514563,2020-09-30 12:11:25:530
0.0,514613,2020-09-30 12:11:25:580
0.0,514665,2020-09-30 12:11:25:632
6.0,514714,2020-09-30 12:11:25:681
6.0,514763,2020-09-30 12:11:25:730
6.0,514814,2020-09-30 12:11:25:781
6.0,514864,2020-09-30 12:11:25:831
6.0,514914,2020-09-30 12:11:25:881
6.0,514964,2020-09-30 12:11:25:931
0.0,515014,2020-09-30 12:11:25:981
0.0,515064,2020-09-30 12:11:26:031
0.0,515114,2020-09-30 12:11:26:081
3.0,515164,2020-09-30 12:11:26:131
6.0,515214,2020-09-30 12:11:26:181
6.0,515264,2020-09-30 12:11:26:231
6.0,515314,2020-09-30 12:11:26:281
6.0,515364,2020-09-30 12:11:26:331
6.0,515413,2020-09-30 12:11:26:380
6.0,515464,2020-09-30 12:11:26:431
6.0,515514,2020-09-30 12:11:26:481
0.0,515564,2020-09-30 12:11:26:531
0.0,515613,2020-09-30 12:11:26:580
4.0,515664,2020-09-30 12:11:26:631
4.0,515714,2020-09-30 12:11:26:681
6.0,515764,2020-09-30 12:11:26:731
6.0,515814,2020-09-30 12:11:26:781
6.0,515864,2020-09-30 12:11:26:831
6.0,515914,2020-09-30 12:11:26:881
6.0,515964,2020-09-30 12:11:26:931
0.0,516013,2020-09-30 12:11:26:980
0.0,516064,2020-09-30 12:11:27:031
0.0,516114,2020-09-30 12:11:27:081
3.0,516164,2020-09-30 12:11:27:131
6.0,516214,2020-09-30 12:11:27:181
6.0,516263,2020-09-30 12:11:27:230
6.0,516315,2020-09-30 12:11:27:282
6.0,516364,2020-09-30 12:11:27:331
6.0,516413,2020-09-30 12:11:27:380
4.0,516463,2020-09-30 12:11:27:430
4.0,516514,2020-09-30 12:11:27:481
0.0,516564,2020-09-30 12:11:27:531
0.0,516613,2020-09-30 12:11:27:580
0.0,516664,2020-09-30 12:11:27:631
0.0,516714,2020-09-30 12:11:27:681
6.0,516764,2020-09-30 12:11:27:731
6.0,516814,2020-09-30 12:11:27:781
6.0,516864,2020-09-30 12:11:27:831
6.0,516914,2020-09-30 12:11:27:881
6.0,516964,2020-09-30 12:11:27:931
4.0,517014,2020-09-30 12:11:27:981
0.0,517064,2020-09-30 12:11:28:031
0.0,517114,2020-09-30 12:11:28:081
0.0,517164,2020-09-30 12:11:28:131
6.0,517214,2020-09-30 12:11:28:181
6.0,517264,2020-09-30 12:11:28:231
6.0,517314,2020-09-30 12:11:28:281
6.0,517364,2020-09-30 12:11:28:331
6.0,517414,2020-09-30 12:11:28:381
6.0,517464,2020-09-30 12:11:28:431
6.0,517513,2020-09-30 12:11:28:480
0.0,517569,2020-09-30 12:11:28:536
0.0,517614,2020-09-30 12:11:28:581
4.0,517663,2020-09-30 12:11:28:630
4.0,517714,2020-09-30 12:11:28:681
6.0,517763,2020-09-30 12:11:28:730
6.0,517814,2020-09-30 12:11:28:781
6.0,517864,2020-09-30 12:11:28:831
6.0,517914,2020-09-30 12:11:28:881
6.0,517964,2020-09-30 12:11:28:931
0.0,518014,2020-09-30 12:11:28:981
0.0,518064,2020-09-30 12:11:29:031
0.0,518114,2020-09-30 12:11:29:081
0.0,518164,2020-09-30 12:11:29:131
6.0,518214,2020-09-30 12:11:29:181
6.0,518263,2020-09-30 12:11:29:230
6.0,518314,2020-09-30 12:11:29:281
6.0,518363,2020-09-30 12:11:29:330
6.0,518414,2020-09-30 12:11:29:381
6.0,518464,2020-09-30 12:11:29:431
6.0,518514,2020-09-30 12:11:29:481
0.0,518564,2020-09-30 12:11:29:531
