LIGHT (lux),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
14.0,163529,2021-01-07 16:56:47:785
15.0,163577,2021-01-07 16:56:47:833
15.0,163627,2021-01-07 16:56:47:883
15.0,163678,2021-01-07 16:56:47:934
15.0,163728,2021-01-07 16:56:47:984
12.0,163778,2021-01-07 16:56:48:034
0.0,163827,2021-01-07 16:56:48:083
0.0,163878,2021-01-07 16:56:48:134
0.0,163928,2021-01-07 16:56:48:184
10.0,163977,2021-01-07 16:56:48:233
15.0,164027,2021-01-07 16:56:48:283
15.0,164078,2021-01-07 16:56:48:334
15.0,164128,2021-01-07 16:56:48:384
15.0,164178,2021-01-07 16:56:48:434
15.0,164228,2021-01-07 16:56:48:484
12.0,164277,2021-01-07 16:56:48:533
12.0,164328,2021-01-07 16:56:48:584
0.0,164378,2021-01-07 16:56:48:634
0.0,164428,2021-01-07 16:56:48:684
14.0,164478,2021-01-07 16:56:48:734
14.0,164528,2021-01-07 16:56:48:784
14.0,164578,2021-01-07 16:56:48:834
14.0,164628,2021-01-07 16:56:48:884
14.0,164678,2021-01-07 16:56:48:934
15.0,164728,2021-01-07 16:56:48:984
14.0,164779,2021-01-07 16:56:49:035
0.0,164829,2021-01-07 16:56:49:085
0.0,164877,2021-01-07 16:56:49:133
0.0,164927,2021-01-07 16:56:49:183
14.0,164977,2021-01-07 16:56:49:233
15.0,165028,2021-01-07 16:56:49:284
15.0,165078,2021-01-07 16:56:49:334
14.0,165128,2021-01-07 16:56:49:384
14.0,165178,2021-01-07 16:56:49:434
14.0,165227,2021-01-07 16:56:49:483
14.0,165279,2021-01-07 16:56:49:535
0.0,165328,2021-01-07 16:56:49:584
0.0,165378,2021-01-07 16:56:49:634
0.0,165428,2021-01-07 16:56:49:684
12.0,165478,2021-01-07 16:56:49:734
15.0,165528,2021-01-07 16:56:49:784
15.0,165578,2021-01-07 16:56:49:834
15.0,165627,2021-01-07 16:56:49:883
15.0,165678,2021-01-07 16:56:49:934
15.0,165728,2021-01-07 16:56:49:984
15.0,165778,2021-01-07 16:56:50:034
0.0,165828,2021-01-07 16:56:50:084
0.0,165877,2021-01-07 16:56:50:133
0.0,165928,2021-01-07 16:56:50:184
14.0,165977,2021-01-07 16:56:50:233
14.0,166027,2021-01-07 16:56:50:283
14.0,166078,2021-01-07 16:56:50:334
14.0,166128,2021-01-07 16:56:50:384
14.0,166178,2021-01-07 16:56:50:434
14.0,166227,2021-01-07 16:56:50:483
14.0,166278,2021-01-07 16:56:50:534
0.0,166327,2021-01-07 16:56:50:583
0.0,166378,2021-01-07 16:56:50:634
3.0,166428,2021-01-07 16:56:50:684
3.0,166478,2021-01-07 16:56:50:734
15.0,166528,2021-01-07 16:56:50:784
14.0,166578,2021-01-07 16:56:50:834
15.0,166628,2021-01-07 16:56:50:884
15.0,166678,2021-01-07 16:56:50:934
15.0,166728,2021-01-07 16:56:50:984
15.0,166778,2021-01-07 16:56:51:034
0.0,166828,2021-01-07 16:56:51:084
0.0,166878,2021-01-07 16:56:51:134
0.0,166928,2021-01-07 16:56:51:184
0.0,166978,2021-01-07 16:56:51:234
14.0,167028,2021-01-07 16:56:51:284
15.0,167077,2021-01-07 16:56:51:333
14.0,167128,2021-01-07 16:56:51:384
14.0,167178,2021-01-07 16:56:51:434
14.0,167227,2021-01-07 16:56:51:483
14.0,167278,2021-01-07 16:56:51:534
6.0,167328,2021-01-07 16:56:51:584
0.0,167378,2021-01-07 16:56:51:634
0.0,167428,2021-01-07 16:56:51:684
4.0,167478,2021-01-07 16:56:51:734
14.0,167528,2021-01-07 16:56:51:784
14.0,167578,2021-01-07 16:56:51:834
14.0,167628,2021-01-07 16:56:51:884
14.0,167678,2021-01-07 16:56:51:934
15.0,167728,2021-01-07 16:56:51:984
14.0,167778,2021-01-07 16:56:52:034
14.0,167829,2021-01-07 16:56:52:085
0.0,167878,2021-01-07 16:56:52:134
0.0,167928,2021-01-07 16:56:52:184
14.0,167978,2021-01-07 16:56:52:234
14.0,168028,2021-01-07 16:56:52:284
14.0,168078,2021-01-07 16:56:52:334
14.0,168128,2021-01-07 16:56:52:384
14.0,168177,2021-01-07 16:56:52:433
14.0,168227,2021-01-07 16:56:52:483
14.0,168278,2021-01-07 16:56:52:534
4.0,168328,2021-01-07 16:56:52:584
0.0,168378,2021-01-07 16:56:52:634
0.0,168428,2021-01-07 16:56:52:684
6.0,168478,2021-01-07 16:56:52:734
14.0,168529,2021-01-07 16:56:52:785
14.0,168577,2021-01-07 16:56:52:833
14.0,168628,2021-01-07 16:56:52:884
14.0,168680,2021-01-07 16:56:52:936
14.0,168728,2021-01-07 16:56:52:984
14.0,168778,2021-01-07 16:56:53:034
3.0,168828,2021-01-07 16:56:53:084
0.0,168877,2021-01-07 16:56:53:133
0.0,168928,2021-01-07 16:56:53:184
7.0,168978,2021-01-07 16:56:53:234
14.0,169028,2021-01-07 16:56:53:284
14.0,169078,2021-01-07 16:56:53:334
14.0,169127,2021-01-07 16:56:53:383
15.0,169178,2021-01-07 16:56:53:434
14.0,169227,2021-01-07 16:56:53:483
3.0,169278,2021-01-07 16:56:53:534
3.0,169328,2021-01-07 16:56:53:584
0.0,169377,2021-01-07 16:56:53:633
0.0,169427,2021-01-07 16:56:53:683
0.0,169478,2021-01-07 16:56:53:734
14.0,169528,2021-01-07 16:56:53:784
14.0,169578,2021-01-07 16:56:53:834
14.0,169628,2021-01-07 16:56:53:884
15.0,169678,2021-01-07 16:56:53:934
15.0,169728,2021-01-07 16:56:53:984
15.0,169778,2021-01-07 16:56:54:034
6.0,169828,2021-01-07 16:56:54:084
6.0,169878,2021-01-07 16:56:54:134
0.0,169928,2021-01-07 16:56:54:184
4.0,169978,2021-01-07 16:56:54:234
14.0,170028,2021-01-07 16:56:54:284
14.0,170078,2021-01-07 16:56:54:334
14.0,170128,2021-01-07 16:56:54:384
15.0,170178,2021-01-07 16:56:54:434
14.0,170227,2021-01-07 16:56:54:483
14.0,170278,2021-01-07 16:56:54:534
0.0,170328,2021-01-07 16:56:54:584
0.0,170378,2021-01-07 16:56:54:634
0.0,170428,2021-01-07 16:56:54:684
0.0,170478,2021-01-07 16:56:54:734
15.0,170528,2021-01-07 16:56:54:784
15.0,170578,2021-01-07 16:56:54:834
15.0,170628,2021-01-07 16:56:54:884
15.0,170677,2021-01-07 16:56:54:933
14.0,170727,2021-01-07 16:56:54:983
15.0,170778,2021-01-07 16:56:55:034
0.0,170828,2021-01-07 16:56:55:084
0.0,170878,2021-01-07 16:56:55:134
0.0,170928,2021-01-07 16:56:55:184
14.0,170978,2021-01-07 16:56:55:234
15.0,171027,2021-01-07 16:56:55:283
15.0,171078,2021-01-07 16:56:55:334
15.0,171128,2021-01-07 16:56:55:384
14.0,171179,2021-01-07 16:56:55:435
14.0,171228,2021-01-07 16:56:55:484
14.0,171278,2021-01-07 16:56:55:534
0.0,171327,2021-01-07 16:56:55:583
0.0,171378,2021-01-07 16:56:55:634
0.0,171427,2021-01-07 16:56:55:683
15.0,171478,2021-01-07 16:56:55:734
15.0,171528,2021-01-07 16:56:55:784
15.0,171578,2021-01-07 16:56:55:834
15.0,171627,2021-01-07 16:56:55:883
15.0,171679,2021-01-07 16:56:55:935
15.0,171728,2021-01-07 16:56:55:984
14.0,171778,2021-01-07 16:56:56:034
0.0,171827,2021-01-07 16:56:56:083
0.0,171878,2021-01-07 16:56:56:134
0.0,171927,2021-01-07 16:56:56:183
7.0,171978,2021-01-07 16:56:56:234
14.0,172028,2021-01-07 16:56:56:284
14.0,172077,2021-01-07 16:56:56:333
14.0,172128,2021-01-07 16:56:56:384
14.0,172178,2021-01-07 16:56:56:434
14.0,172227,2021-01-07 16:56:56:483
7.0,172277,2021-01-07 16:56:56:533
0.0,172328,2021-01-07 16:56:56:584
0.0,172378,2021-01-07 16:56:56:634
0.0,172428,2021-01-07 16:56:56:684
9.0,172478,2021-01-07 16:56:56:734
14.0,172527,2021-01-07 16:56:56:783
14.0,172578,2021-01-07 16:56:56:834
15.0,172628,2021-01-07 16:56:56:884
15.0,172678,2021-01-07 16:56:56:934
14.0,172727,2021-01-07 16:56:56:983
0.0,172778,2021-01-07 16:56:57:034
0.0,172828,2021-01-07 16:56:57:084
0.0,172877,2021-01-07 16:56:57:133
0.0,172928,2021-01-07 16:56:57:184
14.0,172978,2021-01-07 16:56:57:234
14.0,173028,2021-01-07 16:56:57:284
15.0,173077,2021-01-07 16:56:57:333
15.0,173127,2021-01-07 16:56:57:383
14.0,173177,2021-01-07 16:56:57:433
14.0,173227,2021-01-07 16:56:57:483
14.0,173278,2021-01-07 16:56:57:534
4.0,173328,2021-01-07 16:56:57:584
0.0,173377,2021-01-07 16:56:57:633
0.0,173428,2021-01-07 16:56:57:684
4.0,173477,2021-01-07 16:56:57:733
14.0,173528,2021-01-07 16:56:57:784
14.0,173577,2021-01-07 16:56:57:833
14.0,173628,2021-01-07 16:56:57:884
14.0,173678,2021-01-07 16:56:57:934
15.0,173728,2021-01-07 16:56:57:984
14.0,173777,2021-01-07 16:56:58:033
14.0,173828,2021-01-07 16:56:58:084
0.0,173878,2021-01-07 16:56:58:134
0.0,173928,2021-01-07 16:56:58:184
14.0,173978,2021-01-07 16:56:58:234
14.0,174027,2021-01-07 16:56:58:283
15.0,174078,2021-01-07 16:56:58:334
15.0,174128,2021-01-07 16:56:58:384
15.0,174178,2021-01-07 16:56:58:434
15.0,174227,2021-01-07 16:56:58:483
14.0,174277,2021-01-07 16:56:58:533
0.0,174327,2021-01-07 16:56:58:583
0.0,174377,2021-01-07 16:56:58:633
0.0,174427,2021-01-07 16:56:58:683
0.0,174477,2021-01-07 16:56:58:733
14.0,174527,2021-01-07 16:56:58:783
14.0,174579,2021-01-07 16:56:58:835
14.0,174629,2021-01-07 16:56:58:885
14.0,174677,2021-01-07 16:56:58:933
14.0,174727,2021-01-07 16:56:58:983
14.0,174777,2021-01-07 16:56:59:033
7.0,174829,2021-01-07 16:56:59:085
0.0,174878,2021-01-07 16:56:59:134
0.0,174928,2021-01-07 16:56:59:184
0.0,174978,2021-01-07 16:56:59:234
14.0,175028,2021-01-07 16:56:59:284
15.0,175078,2021-01-07 16:56:59:334
14.0,175128,2021-01-07 16:56:59:384
14.0,175178,2021-01-07 16:56:59:434
15.0,175228,2021-01-07 16:56:59:484
15.0,175278,2021-01-07 16:56:59:534
0.0,175327,2021-01-07 16:56:59:583
0.0,175378,2021-01-07 16:56:59:634
0.0,175428,2021-01-07 16:56:59:684
14.0,175478,2021-01-07 16:56:59:734
14.0,175528,2021-01-07 16:56:59:784
14.0,175578,2021-01-07 16:56:59:834
14.0,175628,2021-01-07 16:56:59:884
14.0,175678,2021-01-07 16:56:59:934
15.0,175728,2021-01-07 16:56:59:984
15.0,175778,2021-01-07 16:57:00:034
0.0,175828,2021-01-07 16:57:00:084
0.0,175878,2021-01-07 16:57:00:134
0.0,175928,2021-01-07 16:57:00:184
0.0,175978,2021-01-07 16:57:00:234
15.0,176027,2021-01-07 16:57:00:283
15.0,176077,2021-01-07 16:57:00:333
15.0,176128,2021-01-07 16:57:00:384
14.0,176178,2021-01-07 16:57:00:434
15.0,176228,2021-01-07 16:57:00:484
15.0,176278,2021-01-07 16:57:00:534
15.0,176327,2021-01-07 16:57:00:583
0.0,176378,2021-01-07 16:57:00:634
0.0,176428,2021-01-07 16:57:00:684
14.0,176478,2021-01-07 16:57:00:734
15.0,176528,2021-01-07 16:57:00:784
15.0,176578,2021-01-07 16:57:00:834
14.0,176628,2021-01-07 16:57:00:884
14.0,176678,2021-01-07 16:57:00:934
14.0,176728,2021-01-07 16:57:00:984
14.0,176778,2021-01-07 16:57:01:034
10.0,176828,2021-01-07 16:57:01:084
0.0,176878,2021-01-07 16:57:01:134
0.0,176928,2021-01-07 16:57:01:184
0.0,176978,2021-01-07 16:57:01:234
14.0,177028,2021-01-07 16:57:01:284
14.0,177077,2021-01-07 16:57:01:333
14.0,177127,2021-01-07 16:57:01:383
14.0,177178,2021-01-07 16:57:01:434
15.0,177228,2021-01-07 16:57:01:484
15.0,177278,2021-01-07 16:57:01:534
3.0,177328,2021-01-07 16:57:01:584
0.0,177378,2021-01-07 16:57:01:634
0.0,177427,2021-01-07 16:57:01:683
0.0,177478,2021-01-07 16:57:01:734
14.0,177528,2021-01-07 16:57:01:784
14.0,177577,2021-01-07 16:57:01:833
14.0,177628,2021-01-07 16:57:01:884
14.0,177678,2021-01-07 16:57:01:934
14.0,177727,2021-01-07 16:57:01:983
14.0,177779,2021-01-07 16:57:02:035
0.0,177828,2021-01-07 16:57:02:084
0.0,177878,2021-01-07 16:57:02:134
0.0,177927,2021-01-07 16:57:02:183
3.0,177977,2021-01-07 16:57:02:233
15.0,178028,2021-01-07 16:57:02:284
15.0,178077,2021-01-07 16:57:02:333
14.0,178128,2021-01-07 16:57:02:384
14.0,178177,2021-01-07 16:57:02:433
15.0,178228,2021-01-07 16:57:02:484
9.0,178278,2021-01-07 16:57:02:534
9.0,178329,2021-01-07 16:57:02:585
0.0,178378,2021-01-07 16:57:02:634
0.0,178428,2021-01-07 16:57:02:684
14.0,178478,2021-01-07 16:57:02:734
14.0,178528,2021-01-07 16:57:02:784
14.0,178578,2021-01-07 16:57:02:834
14.0,178628,2021-01-07 16:57:02:884
15.0,178678,2021-01-07 16:57:02:934
15.0,178728,2021-01-07 16:57:02:984
15.0,178777,2021-01-07 16:57:03:033
0.0,178828,2021-01-07 16:57:03:084
0.0,178877,2021-01-07 16:57:03:133
0.0,178928,2021-01-07 16:57:03:184
0.0,178978,2021-01-07 16:57:03:234
15.0,179028,2021-01-07 16:57:03:284
15.0,179077,2021-01-07 16:57:03:333
14.0,179128,2021-01-07 16:57:03:384
15.0,179177,2021-01-07 16:57:03:433
14.0,179228,2021-01-07 16:57:03:484
14.0,179279,2021-01-07 16:57:03:535
0.0,179328,2021-01-07 16:57:03:584
0.0,179377,2021-01-07 16:57:03:633
0.0,179428,2021-01-07 16:57:03:684
14.0,179477,2021-01-07 16:57:03:733
14.0,179527,2021-01-07 16:57:03:783
14.0,179577,2021-01-07 16:57:03:833
14.0,179628,2021-01-07 16:57:03:884
14.0,179678,2021-01-07 16:57:03:934
14.0,179728,2021-01-07 16:57:03:984
4.0,179778,2021-01-07 16:57:04:034
4.0,179827,2021-01-07 16:57:04:083
0.0,179878,2021-01-07 16:57:04:134
0.0,179928,2021-01-07 16:57:04:184
0.0,179978,2021-01-07 16:57:04:234
14.0,180028,2021-01-07 16:57:04:284
15.0,180077,2021-01-07 16:57:04:333
15.0,180127,2021-01-07 16:57:04:383
15.0,180178,2021-01-07 16:57:04:434
15.0,180228,2021-01-07 16:57:04:484
14.0,180278,2021-01-07 16:57:04:534
3.0,180328,2021-01-07 16:57:04:584
3.0,180377,2021-01-07 16:57:04:633
0.0,180428,2021-01-07 16:57:04:684
7.0,180479,2021-01-07 16:57:04:735
15.0,180528,2021-01-07 16:57:04:784
15.0,180579,2021-01-07 16:57:04:835
14.0,180627,2021-01-07 16:57:04:883
14.0,180678,2021-01-07 16:57:04:934
14.0,180728,2021-01-07 16:57:04:984
14.0,180777,2021-01-07 16:57:05:033
0.0,180828,2021-01-07 16:57:05:084
0.0,180878,2021-01-07 16:57:05:134
0.0,180928,2021-01-07 16:57:05:184
0.0,180978,2021-01-07 16:57:05:234
14.0,181028,2021-01-07 16:57:05:284
14.0,181078,2021-01-07 16:57:05:334
15.0,181128,2021-01-07 16:57:05:384
15.0,181178,2021-01-07 16:57:05:434
14.0,181228,2021-01-07 16:57:05:484
14.0,181278,2021-01-07 16:57:05:534
0.0,181328,2021-01-07 16:57:05:584
0.0,181378,2021-01-07 16:57:05:634
0.0,181428,2021-01-07 16:57:05:684
14.0,181478,2021-01-07 16:57:05:734
14.0,181529,2021-01-07 16:57:05:785
15.0,181577,2021-01-07 16:57:05:833
15.0,181628,2021-01-07 16:57:05:884
15.0,181678,2021-01-07 16:57:05:934
15.0,181728,2021-01-07 16:57:05:984
15.0,181777,2021-01-07 16:57:06:033
0.0,181828,2021-01-07 16:57:06:084
0.0,181877,2021-01-07 16:57:06:133
0.0,181927,2021-01-07 16:57:06:183
14.0,181978,2021-01-07 16:57:06:234
14.0,182028,2021-01-07 16:57:06:284
14.0,182078,2021-01-07 16:57:06:334
14.0,182128,2021-01-07 16:57:06:384
14.0,182178,2021-01-07 16:57:06:434
14.0,182228,2021-01-07 16:57:06:484
14.0,182278,2021-01-07 16:57:06:534
0.0,182328,2021-01-07 16:57:06:584
0.0,182377,2021-01-07 16:57:06:633
4.0,182427,2021-01-07 16:57:06:683
4.0,182477,2021-01-07 16:57:06:733
15.0,182528,2021-01-07 16:57:06:784
15.0,182577,2021-01-07 16:57:06:833
14.0,182628,2021-01-07 16:57:06:884
14.0,182678,2021-01-07 16:57:06:934
15.0,182727,2021-01-07 16:57:06:983
14.0,182779,2021-01-07 16:57:07:035
0.0,182828,2021-01-07 16:57:07:084
0.0,182877,2021-01-07 16:57:07:133
0.0,182928,2021-01-07 16:57:07:184
14.0,182977,2021-01-07 16:57:07:233
14.0,183028,2021-01-07 16:57:07:284
14.0,183078,2021-01-07 16:57:07:334
14.0,183128,2021-01-07 16:57:07:384
14.0,183178,2021-01-07 16:57:07:434
14.0,183227,2021-01-07 16:57:07:483
10.0,183277,2021-01-07 16:57:07:533
0.0,183328,2021-01-07 16:57:07:584
0.0,183378,2021-01-07 16:57:07:634
0.0,183428,2021-01-07 16:57:07:684
12.0,183478,2021-01-07 16:57:07:734
15.0,183529,2021-01-07 16:57:07:785
15.0,183578,2021-01-07 16:57:07:834
15.0,183627,2021-01-07 16:57:07:883
15.0,183678,2021-01-07 16:57:07:934
15.0,183728,2021-01-07 16:57:07:984
15.0,183778,2021-01-07 16:57:08:034
9.0,183828,2021-01-07 16:57:08:084
0.0,183878,2021-01-07 16:57:08:134
0.0,183928,2021-01-07 16:57:08:184
0.0,183978,2021-01-07 16:57:08:234
12.0,184029,2021-01-07 16:57:08:285
14.0,184078,2021-01-07 16:57:08:334
14.0,184128,2021-01-07 16:57:08:384
14.0,184178,2021-01-07 16:57:08:434
14.0,184228,2021-01-07 16:57:08:484
14.0,184278,2021-01-07 16:57:08:534
0.0,184328,2021-01-07 16:57:08:584
0.0,184378,2021-01-07 16:57:08:634
0.0,184428,2021-01-07 16:57:08:684
4.0,184478,2021-01-07 16:57:08:734
15.0,184527,2021-01-07 16:57:08:783
15.0,184578,2021-01-07 16:57:08:834
15.0,184629,2021-01-07 16:57:08:885
15.0,184678,2021-01-07 16:57:08:934
15.0,184727,2021-01-07 16:57:08:983
0.0,184780,2021-01-07 16:57:09:036
0.0,184828,2021-01-07 16:57:09:084
0.0,184877,2021-01-07 16:57:09:133
0.0,184927,2021-01-07 16:57:09:183
14.0,184977,2021-01-07 16:57:09:233
14.0,185027,2021-01-07 16:57:09:283
14.0,185077,2021-01-07 16:57:09:333
14.0,185128,2021-01-07 16:57:09:384
14.0,185179,2021-01-07 16:57:09:435
14.0,185228,2021-01-07 16:57:09:484
14.0,185278,2021-01-07 16:57:09:534
0.0,185328,2021-01-07 16:57:09:584
0.0,185378,2021-01-07 16:57:09:634
0.0,185428,2021-01-07 16:57:09:684
0.0,185478,2021-01-07 16:57:09:734
15.0,185528,2021-01-07 16:57:09:784
15.0,185578,2021-01-07 16:57:09:834
15.0,185628,2021-01-07 16:57:09:884
15.0,185678,2021-01-07 16:57:09:934
15.0,185727,2021-01-07 16:57:09:983
15.0,185777,2021-01-07 16:57:10:033
4.0,185827,2021-01-07 16:57:10:083
0.0,185878,2021-01-07 16:57:10:134
4.0,185929,2021-01-07 16:57:10:185
4.0,185977,2021-01-07 16:57:10:233
14.0,186028,2021-01-07 16:57:10:284
14.0,186078,2021-01-07 16:57:10:334
14.0,186128,2021-01-07 16:57:10:384
14.0,186178,2021-01-07 16:57:10:434
14.0,186228,2021-01-07 16:57:10:484
4.0,186278,2021-01-07 16:57:10:534
0.0,186328,2021-01-07 16:57:10:584
0.0,186378,2021-01-07 16:57:10:634
0.0,186427,2021-01-07 16:57:10:683
15.0,186478,2021-01-07 16:57:10:734
15.0,186528,2021-01-07 16:57:10:784
15.0,186577,2021-01-07 16:57:10:833
15.0,186628,2021-01-07 16:57:10:884
15.0,186678,2021-01-07 16:57:10:934
15.0,186727,2021-01-07 16:57:10:983
15.0,186777,2021-01-07 16:57:11:033
3.0,186827,2021-01-07 16:57:11:083
0.0,186878,2021-01-07 16:57:11:134
0.0,186927,2021-01-07 16:57:11:183
0.0,186977,2021-01-07 16:57:11:233
14.0,187028,2021-01-07 16:57:11:284
14.0,187078,2021-01-07 16:57:11:334
14.0,187127,2021-01-07 16:57:11:383
14.0,187178,2021-01-07 16:57:11:434
14.0,187228,2021-01-07 16:57:11:484
14.0,187278,2021-01-07 16:57:11:534
0.0,187328,2021-01-07 16:57:11:584
0.0,187377,2021-01-07 16:57:11:633
0.0,187427,2021-01-07 16:57:11:683
4.0,187477,2021-01-07 16:57:11:733
15.0,187529,2021-01-07 16:57:11:785
15.0,187578,2021-01-07 16:57:11:834
15.0,187628,2021-01-07 16:57:11:884
15.0,187678,2021-01-07 16:57:11:934
15.0,187728,2021-01-07 16:57:11:984
15.0,187778,2021-01-07 16:57:12:034
0.0,187828,2021-01-07 16:57:12:084
0.0,187878,2021-01-07 16:57:12:134
0.0,187928,2021-01-07 16:57:12:184
14.0,187978,2021-01-07 16:57:12:234
14.0,188029,2021-01-07 16:57:12:285
14.0,188077,2021-01-07 16:57:12:333
14.0,188128,2021-01-07 16:57:12:384
14.0,188178,2021-01-07 16:57:12:434
14.0,188228,2021-01-07 16:57:12:484
14.0,188278,2021-01-07 16:57:12:534
6.0,188327,2021-01-07 16:57:12:583
0.0,188378,2021-01-07 16:57:12:634
4.0,188428,2021-01-07 16:57:12:684
4.0,188478,2021-01-07 16:57:12:734
14.0,188528,2021-01-07 16:57:12:784
15.0,188577,2021-01-07 16:57:12:833
15.0,188627,2021-01-07 16:57:12:883
15.0,188677,2021-01-07 16:57:12:933
14.0,188727,2021-01-07 16:57:12:983
10.0,188778,2021-01-07 16:57:13:034
0.0,188827,2021-01-07 16:57:13:083
0.0,188879,2021-01-07 16:57:13:135
0.0,188928,2021-01-07 16:57:13:184
10.0,188977,2021-01-07 16:57:13:233
10.0,189030,2021-01-07 16:57:13:286
15.0,189078,2021-01-07 16:57:13:334
14.0,189127,2021-01-07 16:57:13:383
15.0,189178,2021-01-07 16:57:13:434
15.0,189227,2021-01-07 16:57:13:483
10.0,189279,2021-01-07 16:57:13:535
0.0,189328,2021-01-07 16:57:13:584
0.0,189378,2021-01-07 16:57:13:634
0.0,189428,2021-01-07 16:57:13:684
15.0,189478,2021-01-07 16:57:13:734
15.0,189529,2021-01-07 16:57:13:785
15.0,189578,2021-01-07 16:57:13:834
15.0,189628,2021-01-07 16:57:13:884
15.0,189678,2021-01-07 16:57:13:934
15.0,189728,2021-01-07 16:57:13:984
14.0,189778,2021-01-07 16:57:14:034
0.0,189828,2021-01-07 16:57:14:084
0.0,189878,2021-01-07 16:57:14:134
0.0,189927,2021-01-07 16:57:14:183
0.0,189978,2021-01-07 16:57:14:234
14.0,190028,2021-01-07 16:57:14:284
14.0,190078,2021-01-07 16:57:14:334
14.0,190128,2021-01-07 16:57:14:384
15.0,190178,2021-01-07 16:57:14:434
14.0,190228,2021-01-07 16:57:14:484
14.0,190278,2021-01-07 16:57:14:534
3.0,190328,2021-01-07 16:57:14:584
3.0,190378,2021-01-07 16:57:14:634
0.0,190428,2021-01-07 16:57:14:684
7.0,190478,2021-01-07 16:57:14:734
7.0,190528,2021-01-07 16:57:14:784
15.0,190578,2021-01-07 16:57:14:834
15.0,190628,2021-01-07 16:57:14:884
15.0,190678,2021-01-07 16:57:14:934
15.0,190728,2021-01-07 16:57:14:984
15.0,190780,2021-01-07 16:57:15:036
15.0,190828,2021-01-07 16:57:15:084
0.0,190878,2021-01-07 16:57:15:134
0.0,190927,2021-01-07 16:57:15:183
14.0,190978,2021-01-07 16:57:15:234
14.0,191028,2021-01-07 16:57:15:284
14.0,191078,2021-01-07 16:57:15:334
14.0,191128,2021-01-07 16:57:15:384
14.0,191178,2021-01-07 16:57:15:434
14.0,191228,2021-01-07 16:57:15:484
14.0,191278,2021-01-07 16:57:15:534
6.0,191327,2021-01-07 16:57:15:583
0.0,191378,2021-01-07 16:57:15:634
0.0,191428,2021-01-07 16:57:15:684
0.0,191478,2021-01-07 16:57:15:734
15.0,191528,2021-01-07 16:57:15:784
15.0,191578,2021-01-07 16:57:15:834
15.0,191628,2021-01-07 16:57:15:884
15.0,191678,2021-01-07 16:57:15:934
15.0,191728,2021-01-07 16:57:15:984
15.0,191778,2021-01-07 16:57:16:034
4.0,191828,2021-01-07 16:57:16:084
4.0,191878,2021-01-07 16:57:16:134
0.0,191927,2021-01-07 16:57:16:183
10.0,191977,2021-01-07 16:57:16:233
14.0,192029,2021-01-07 16:57:16:285
14.0,192078,2021-01-07 16:57:16:334
14.0,192128,2021-01-07 16:57:16:384
14.0,192178,2021-01-07 16:57:16:434
14.0,192228,2021-01-07 16:57:16:484
14.0,192278,2021-01-07 16:57:16:534
4.0,192327,2021-01-07 16:57:16:583
4.0,192378,2021-01-07 16:57:16:634
0.0,192428,2021-01-07 16:57:16:684
14.0,192477,2021-01-07 16:57:16:733
14.0,192527,2021-01-07 16:57:16:783
15.0,192578,2021-01-07 16:57:16:834
15.0,192628,2021-01-07 16:57:16:884
15.0,192678,2021-01-07 16:57:16:934
15.0,192728,2021-01-07 16:57:16:984
15.0,192782,2021-01-07 16:57:17:038
0.0,192827,2021-01-07 16:57:17:083
0.0,192878,2021-01-07 16:57:17:134
0.0,192927,2021-01-07 16:57:17:183
14.0,192978,2021-01-07 16:57:17:234
14.0,193028,2021-01-07 16:57:17:284
15.0,193078,2021-01-07 16:57:17:334
15.0,193128,2021-01-07 16:57:17:384
15.0,193177,2021-01-07 16:57:17:433
14.0,193227,2021-01-07 16:57:17:483
14.0,193277,2021-01-07 16:57:17:533
0.0,193327,2021-01-07 16:57:17:583
0.0,193377,2021-01-07 16:57:17:633
0.0,193428,2021-01-07 16:57:17:684
14.0,193477,2021-01-07 16:57:17:733
14.0,193531,2021-01-07 16:57:17:787
14.0,193578,2021-01-07 16:57:17:834
14.0,193628,2021-01-07 16:57:17:884
14.0,193678,2021-01-07 16:57:17:934
14.0,193728,2021-01-07 16:57:17:984
14.0,193778,2021-01-07 16:57:18:034
0.0,193828,2021-01-07 16:57:18:084
0.0,193878,2021-01-07 16:57:18:134
0.0,193928,2021-01-07 16:57:18:184
9.0,193978,2021-01-07 16:57:18:234
14.0,194037,2021-01-07 16:57:18:293
15.0,194078,2021-01-07 16:57:18:334
15.0,194128,2021-01-07 16:57:18:384
15.0,194178,2021-01-07 16:57:18:434
14.0,194227,2021-01-07 16:57:18:483
14.0,194278,2021-01-07 16:57:18:534
6.0,194327,2021-01-07 16:57:18:583
6.0,194378,2021-01-07 16:57:18:634
0.0,194428,2021-01-07 16:57:18:684
4.0,194478,2021-01-07 16:57:18:734
14.0,194528,2021-01-07 16:57:18:784
14.0,194577,2021-01-07 16:57:18:833
15.0,194628,2021-01-07 16:57:18:884
14.0,194678,2021-01-07 16:57:18:934
14.0,194728,2021-01-07 16:57:18:984
10.0,194778,2021-01-07 16:57:19:034
10.0,194828,2021-01-07 16:57:19:084
0.0,194878,2021-01-07 16:57:19:134
0.0,194928,2021-01-07 16:57:19:184
10.0,194978,2021-01-07 16:57:19:234
10.0,195028,2021-01-07 16:57:19:284
14.0,195078,2021-01-07 16:57:19:334
14.0,195127,2021-01-07 16:57:19:383
14.0,195178,2021-01-07 16:57:19:434
