LIGHT (lux),Time sin`ce start in ms,YYYY-MO-DD HH-MI-SS.SSSS
72.00,20269,2022-04-05 14:34:34.0710
72.00,20305,2022-04-05 14:34:34.1080
72.00,20339,2022-04-05 14:34:34.1410
96.00,20371,2022-04-05 14:34:34.1730
96.00,20404,2022-04-05 14:34:34.2070
96.00,20442,2022-04-05 14:34:34.2440
96.00,20474,2022-04-05 14:34:34.2760
96.00,20506,2022-04-05 14:34:34.3090
96.00,20543,2022-04-05 14:34:34.3450
96.00,20578,2022-04-05 14:34:34.3810
99.00,20615,2022-04-05 14:34:34.4170
99.00,20650,2022-04-05 14:34:34.4530
99.00,20688,2022-04-05 14:34:34.4900
99.00,20724,2022-04-05 14:34:34.5260
99.00,20759,2022-04-05 14:34:34.5610
99.00,20799,2022-04-05 14:34:34.6020
99.00,20836,2022-04-05 14:34:34.6380
99.00,20867,2022-04-05 14:34:34.6700
99.00,20902,2022-04-05 14:34:34.7040
99.00,20938,2022-04-05 14:34:34.7400
99.00,20975,2022-04-05 14:34:34.7770
99.00,21011,2022-04-05 14:34:34.8140
99.00,21050,2022-04-05 14:34:34.8520
99.00,21085,2022-04-05 14:34:34.8870
99.00,21120,2022-04-05 14:34:34.9220
99.00,21159,2022-04-05 14:34:34.9620
99.00,21195,2022-04-05 14:34:34.9970
99.00,21232,2022-04-05 14:34:35.0350
99.00,21270,2022-04-05 14:34:35.0720
99.00,21301,2022-04-05 14:34:35.1040
99.00,21335,2022-04-05 14:34:35.1380
99.00,21370,2022-04-05 14:34:35.1730
99.00,21404,2022-04-05 14:34:35.2060
99.00,21439,2022-04-05 14:34:35.2420
99.00,21474,2022-04-05 14:34:35.2770
99.00,21507,2022-04-05 14:34:35.3100
99.00,21542,2022-04-05 14:34:35.3450
99.00,21578,2022-04-05 14:34:35.3810
99.00,21616,2022-04-05 14:34:35.4180
85.00,21657,2022-04-05 14:34:35.4600
85.00,21694,2022-04-05 14:34:35.4970
85.00,21732,2022-04-05 14:34:35.5340
85.00,21772,2022-04-05 14:34:35.5750
85.00,21809,2022-04-05 14:34:35.6110
85.00,21841,2022-04-05 14:34:35.6440
72.00,21871,2022-04-05 14:34:35.6740
72.00,21905,2022-04-05 14:34:35.7080
72.00,21940,2022-04-05 14:34:35.7430
72.00,21973,2022-04-05 14:34:35.7760
72.00,22003,2022-04-05 14:34:35.8060
72.00,22034,2022-04-05 14:34:35.8370
72.00,22064,2022-04-05 14:34:35.8660
72.00,22093,2022-04-05 14:34:35.8960
72.00,22127,2022-04-05 14:34:35.9300
72.00,22164,2022-04-05 14:34:35.9660
72.00,22204,2022-04-05 14:34:36.0060
72.00,22239,2022-04-05 14:34:36.0420
72.00,22276,2022-04-05 14:34:36.0780
72.00,22312,2022-04-05 14:34:36.1150
72.00,22349,2022-04-05 14:34:36.1510
96.00,22386,2022-04-05 14:34:36.1880
96.00,22424,2022-04-05 14:34:36.2260
96.00,22459,2022-04-05 14:34:36.2610
96.00,22498,2022-04-05 14:34:36.3000
96.00,22535,2022-04-05 14:34:36.3370
96.00,22569,2022-04-05 14:34:36.3710
96.00,22604,2022-04-05 14:34:36.4070
101.00,22640,2022-04-05 14:34:36.4420
101.00,22674,2022-04-05 14:34:36.4760
101.00,22703,2022-04-05 14:34:36.5060
101.00,22728,2022-04-05 14:34:36.5300
101.00,22748,2022-04-05 14:34:36.5500
101.00,22773,2022-04-05 14:34:36.5760
101.00,22797,2022-04-05 14:34:36.6000
101.00,22819,2022-04-05 14:34:36.6220
101.00,22850,2022-04-05 14:34:36.6520
101.00,22885,2022-04-05 14:34:36.6880
101.00,22917,2022-04-05 14:34:36.7190
101.00,22951,2022-04-05 14:34:36.7540
101.00,22988,2022-04-05 14:34:36.7910
101.00,23022,2022-04-05 14:34:36.8240
101.00,23055,2022-04-05 14:34:36.8570
101.00,23095,2022-04-05 14:34:36.8980
101.00,23133,2022-04-05 14:34:36.9360
101.00,23168,2022-04-05 14:34:36.9710
101.00,23204,2022-04-05 14:34:37.0070
101.00,23237,2022-04-05 14:34:37.0390
101.00,23267,2022-04-05 14:34:37.0700
101.00,23308,2022-04-05 14:34:37.1110
101.00,23342,2022-04-05 14:34:37.1450
101.00,23378,2022-04-05 14:34:37.1800
101.00,23414,2022-04-05 14:34:37.2170
101.00,23451,2022-04-05 14:34:37.2530
101.00,23490,2022-04-05 14:34:37.2930
101.00,23524,2022-04-05 14:34:37.3270
101.00,23560,2022-04-05 14:34:37.3630
101.00,23598,2022-04-05 14:34:37.4000
88.00,23632,2022-04-05 14:34:37.4350
88.00,23660,2022-04-05 14:34:37.4630
88.00,23688,2022-04-05 14:34:37.4910
88.00,23717,2022-04-05 14:34:37.5190
88.00,23742,2022-04-05 14:34:37.5440
88.00,23767,2022-04-05 14:34:37.5690
88.00,23788,2022-04-05 14:34:37.5910
88.00,23820,2022-04-05 14:34:37.6230
88.00,23855,2022-04-05 14:34:37.6580
72.00,23893,2022-04-05 14:34:37.6950
72.00,23925,2022-04-05 14:34:37.7270
72.00,23959,2022-04-05 14:34:37.7620
72.00,23996,2022-04-05 14:34:37.7980
72.00,24037,2022-04-05 14:34:37.8390
72.00,24072,2022-04-05 14:34:37.8750
72.00,24109,2022-04-05 14:34:37.9120
72.00,24145,2022-04-05 14:34:37.9470
72.00,24182,2022-04-05 14:34:37.9850
72.00,24212,2022-04-05 14:34:38.0140
72.00,24252,2022-04-05 14:34:38.0540
72.00,24281,2022-04-05 14:34:38.0830
72.00,24322,2022-04-05 14:34:38.1240
72.00,24357,2022-04-05 14:34:38.1600
94.00,24393,2022-04-05 14:34:38.1950
94.00,24430,2022-04-05 14:34:38.2330
94.00,24467,2022-04-05 14:34:38.2690
94.00,24503,2022-04-05 14:34:38.3060
94.00,24543,2022-04-05 14:34:38.3450
94.00,24577,2022-04-05 14:34:38.3790
94.00,24611,2022-04-05 14:34:38.4140
101.00,24648,2022-04-05 14:34:38.4500
101.00,24677,2022-04-05 14:34:38.4800
101.00,24705,2022-04-05 14:34:38.5070
101.00,24732,2022-04-05 14:34:38.5350
101.00,24758,2022-04-05 14:34:38.5610
101.00,24785,2022-04-05 14:34:38.5870
101.00,24816,2022-04-05 14:34:38.6180
101.00,24833,2022-04-05 14:34:38.6360
101.00,24851,2022-04-05 14:34:38.6530
101.00,24869,2022-04-05 14:34:38.6710
101.00,24889,2022-04-05 14:34:38.6920
101.00,24913,2022-04-05 14:34:38.7160
101.00,24940,2022-04-05 14:34:38.7420
101.00,24971,2022-04-05 14:34:38.7730
101.00,25001,2022-04-05 14:34:38.8030
101.00,25035,2022-04-05 14:34:38.8380
101.00,25070,2022-04-05 14:34:38.8730
101.00,25104,2022-04-05 14:34:38.9060
100.00,25136,2022-04-05 14:34:38.9380
100.00,25167,2022-04-05 14:34:38.9690
100.00,25195,2022-04-05 14:34:38.9980
100.00,25218,2022-04-05 14:34:39.0210
100.00,25238,2022-04-05 14:34:39.0400
100.00,25263,2022-04-05 14:34:39.0660
100.00,25290,2022-04-05 14:34:39.0930
100.00,25316,2022-04-05 14:34:39.1180
100.00,25339,2022-04-05 14:34:39.1420
100.00,25368,2022-04-05 14:34:39.1710
101.00,25401,2022-04-05 14:34:39.2030
101.00,25430,2022-04-05 14:34:39.2320
101.00,25461,2022-04-05 14:34:39.2640
101.00,25485,2022-04-05 14:34:39.2870
101.00,25513,2022-04-05 14:34:39.3150
101.00,25543,2022-04-05 14:34:39.3460
101.00,25567,2022-04-05 14:34:39.3700
101.00,25593,2022-04-05 14:34:39.3960
101.00,25623,2022-04-05 14:34:39.4250
89.00,25647,2022-04-05 14:34:39.4500
89.00,25669,2022-04-05 14:34:39.4720
89.00,25696,2022-04-05 14:34:39.4980
89.00,25719,2022-04-05 14:34:39.5220
89.00,25739,2022-04-05 14:34:39.5420
89.00,25760,2022-04-05 14:34:39.5620
89.00,25788,2022-04-05 14:34:39.5900
89.00,25815,2022-04-05 14:34:39.6180
89.00,25836,2022-04-05 14:34:39.6390
89.00,25867,2022-04-05 14:34:39.6700
71.00,25903,2022-04-05 14:34:39.7060
71.00,25940,2022-04-05 14:34:39.7430
71.00,25980,2022-04-05 14:34:39.7820
71.00,26011,2022-04-05 14:34:39.8130
71.00,26050,2022-04-05 14:34:39.8530
71.00,26087,2022-04-05 14:34:39.8900
71.00,26119,2022-04-05 14:34:39.9220
71.00,26154,2022-04-05 14:34:39.9570
71.00,26188,2022-04-05 14:34:39.9900
71.00,26221,2022-04-05 14:34:40.0240
71.00,26258,2022-04-05 14:34:40.0610
71.00,26293,2022-04-05 14:34:40.0960
71.00,26328,2022-04-05 14:34:40.1310
71.00,26362,2022-04-05 14:34:40.1650
90.00,26401,2022-04-05 14:34:40.2030
90.00,26439,2022-04-05 14:34:40.2410
90.00,26474,2022-04-05 14:34:40.2760
90.00,26506,2022-04-05 14:34:40.3090
90.00,26543,2022-04-05 14:34:40.3450
90.00,26576,2022-04-05 14:34:40.3780
90.00,26609,2022-04-05 14:34:40.4120
98.00,26649,2022-04-05 14:34:40.4510
98.00,26687,2022-04-05 14:34:40.4890
98.00,26720,2022-04-05 14:34:40.5220
98.00,26759,2022-04-05 14:34:40.5610
98.00,26795,2022-04-05 14:34:40.5980
98.00,26830,2022-04-05 14:34:40.6320
98.00,26871,2022-04-05 14:34:40.6730
98.00,26910,2022-04-05 14:34:40.7120
98.00,26945,2022-04-05 14:34:40.7480
98.00,26980,2022-04-05 14:34:40.7830
98.00,27015,2022-04-05 14:34:40.8170
98.00,27050,2022-04-05 14:34:40.8520
98.00,27084,2022-04-05 14:34:40.8860
98.00,27118,2022-04-05 14:34:40.9210
98.00,27154,2022-04-05 14:34:40.9570
98.00,27186,2022-04-05 14:34:40.9880
98.00,27217,2022-04-05 14:34:41.0200
98.00,27251,2022-04-05 14:34:41.0540
98.00,27284,2022-04-05 14:34:41.0870
98.00,27319,2022-04-05 14:34:41.1220
98.00,27349,2022-04-05 14:34:41.1510
98.00,27382,2022-04-05 14:34:41.1850
98.00,27421,2022-04-05 14:34:41.2230
98.00,27455,2022-04-05 14:34:41.2570
98.00,27496,2022-04-05 14:34:41.2990
98.00,27533,2022-04-05 14:34:41.3350
98.00,27571,2022-04-05 14:34:41.3730
98.00,27605,2022-04-05 14:34:41.4080
89.00,27649,2022-04-05 14:34:41.4510
89.00,27684,2022-04-05 14:34:41.4860
89.00,27718,2022-04-05 14:34:41.5210
89.00,27759,2022-04-05 14:34:41.5610
89.00,27786,2022-04-05 14:34:41.5880
89.00,27822,2022-04-05 14:34:41.6240
89.00,27858,2022-04-05 14:34:41.6600
72.00,27896,2022-04-05 14:34:41.6990
72.00,27931,2022-04-05 14:34:41.7330
72.00,27966,2022-04-05 14:34:41.7690
72.00,27998,2022-04-05 14:34:41.8010
72.00,28030,2022-04-05 14:34:41.8330
72.00,28066,2022-04-05 14:34:41.8690
72.00,28106,2022-04-05 14:34:41.9090
72.00,28133,2022-04-05 14:34:41.9360
71.00,28167,2022-04-05 14:34:41.9700
71.00,28205,2022-04-05 14:34:42.0080
71.00,28241,2022-04-05 14:34:42.0430
71.00,28278,2022-04-05 14:34:42.0810
71.00,28315,2022-04-05 14:34:42.1170
71.00,28349,2022-04-05 14:34:42.1520
71.00,28383,2022-04-05 14:34:42.1860
88.00,28420,2022-04-05 14:34:42.2230
88.00,28461,2022-04-05 14:34:42.2640
88.00,28499,2022-04-05 14:34:42.3010
88.00,28535,2022-04-05 14:34:42.3370
88.00,28573,2022-04-05 14:34:42.3760
88.00,28612,2022-04-05 14:34:42.4140
96.00,28649,2022-04-05 14:34:42.4510
96.00,28689,2022-04-05 14:34:42.4920
96.00,28724,2022-04-05 14:34:42.5260
96.00,28758,2022-04-05 14:34:42.5610
96.00,28796,2022-04-05 14:34:42.5990
96.00,28825,2022-04-05 14:34:42.6280
96.00,28863,2022-04-05 14:34:42.6650
96.00,28896,2022-04-05 14:34:42.6990
96.00,28932,2022-04-05 14:34:42.7350
96.00,28968,2022-04-05 14:34:42.7710
96.00,29003,2022-04-05 14:34:42.8060
96.00,29036,2022-04-05 14:34:42.8390
96.00,29078,2022-04-05 14:34:42.8800
96.00,29110,2022-04-05 14:34:42.9130
96.00,29147,2022-04-05 14:34:42.9490
96.00,29183,2022-04-05 14:34:42.9860
96.00,29219,2022-04-05 14:34:43.0210
96.00,29258,2022-04-05 14:34:43.0610
96.00,29292,2022-04-05 14:34:43.0940
96.00,29323,2022-04-05 14:34:43.1260
96.00,29355,2022-04-05 14:34:43.1580
96.00,29391,2022-04-05 14:34:43.1940
96.00,29433,2022-04-05 14:34:43.2360
96.00,29469,2022-04-05 14:34:43.2710
96.00,29502,2022-04-05 14:34:43.3040
96.00,29538,2022-04-05 14:34:43.3410
96.00,29580,2022-04-05 14:34:43.3830
96.00,29616,2022-04-05 14:34:43.4180
90.00,29652,2022-04-05 14:34:43.4540
90.00,29688,2022-04-05 14:34:43.4900
90.00,29720,2022-04-05 14:34:43.5230
90.00,29757,2022-04-05 14:34:43.5590
90.00,29797,2022-04-05 14:34:43.5990
90.00,29833,2022-04-05 14:34:43.6350
90.00,29870,2022-04-05 14:34:43.6720
71.00,29914,2022-04-05 14:34:43.7160
71.00,29943,2022-04-05 14:34:43.7450
71.00,29980,2022-04-05 14:34:43.7820
71.00,30017,2022-04-05 14:34:43.8190
71.00,30049,2022-04-05 14:34:43.8510
71.00,30086,2022-04-05 14:34:43.8890
71.00,30125,2022-04-05 14:34:43.9270
72.00,30162,2022-04-05 14:34:43.9640
72.00,30199,2022-04-05 14:34:44.0010
72.00,30236,2022-04-05 14:34:44.0390
72.00,30271,2022-04-05 14:34:44.0730
72.00,30308,2022-04-05 14:34:44.1110
72.00,30344,2022-04-05 14:34:44.1460
72.00,30377,2022-04-05 14:34:44.1790
90.00,30419,2022-04-05 14:34:44.2210
90.00,30455,2022-04-05 14:34:44.2580
90.00,30487,2022-04-05 14:34:44.2890
90.00,30520,2022-04-05 14:34:44.3230
90.00,30555,2022-04-05 14:34:44.3570
90.00,30591,2022-04-05 14:34:44.3940
90.00,30627,2022-04-05 14:34:44.4300
103.00,30666,2022-04-05 14:34:44.4690
103.00,30695,2022-04-05 14:34:44.4970
103.00,30727,2022-04-05 14:34:44.5300
103.00,30756,2022-04-05 14:34:44.5580
103.00,30780,2022-04-05 14:34:44.5830
103.00,30812,2022-04-05 14:34:44.6140
103.00,30841,2022-04-05 14:34:44.6440
103.00,30877,2022-04-05 14:34:44.6800
103.00,30916,2022-04-05 14:34:44.7180
103.00,30951,2022-04-05 14:34:44.7530
103.00,30988,2022-04-05 14:34:44.7900
103.00,31021,2022-04-05 14:34:44.8230
103.00,31051,2022-04-05 14:34:44.8530
103.00,31086,2022-04-05 14:34:44.8890
103.00,31119,2022-04-05 14:34:44.9210
103.00,31154,2022-04-05 14:34:44.9560
103.00,31186,2022-04-05 14:34:44.9890
103.00,31218,2022-04-05 14:34:45.0200
103.00,31249,2022-04-05 14:34:45.0520
103.00,31284,2022-04-05 14:34:45.0870
103.00,31318,2022-04-05 14:34:45.1200
103.00,31356,2022-04-05 14:34:45.1580
103.00,31389,2022-04-05 14:34:45.1910
103.00,31424,2022-04-05 14:34:45.2260
103.00,31464,2022-04-05 14:34:45.2670
103.00,31494,2022-04-05 14:34:45.2960
103.00,31531,2022-04-05 14:34:45.3340
103.00,31566,2022-04-05 14:34:45.3690
103.00,31606,2022-04-05 14:34:45.4090
103.00,31641,2022-04-05 14:34:45.4430
96.00,31673,2022-04-05 14:34:45.4760
96.00,31700,2022-04-05 14:34:45.5020
96.00,31724,2022-04-05 14:34:45.5260
96.00,31744,2022-04-05 14:34:45.5470
96.00,31765,2022-04-05 14:34:45.5670
96.00,31789,2022-04-05 14:34:45.5910
96.00,31816,2022-04-05 14:34:45.6190
96.00,31841,2022-04-05 14:34:45.6430
96.00,31869,2022-04-05 14:34:45.6710
96.00,31904,2022-04-05 14:34:45.7060
72.00,31938,2022-04-05 14:34:45.7400
72.00,31972,2022-04-05 14:34:45.7750
72.00,32007,2022-04-05 14:34:45.8090
72.00,32036,2022-04-05 14:34:45.8380
72.00,32067,2022-04-05 14:34:45.8690
72.00,32100,2022-04-05 14:34:45.9020
72.00,32134,2022-04-05 14:34:45.9360
72.00,32175,2022-04-05 14:34:45.9770
72.00,32208,2022-04-05 14:34:46.0110
72.00,32243,2022-04-05 14:34:46.0450
72.00,32278,2022-04-05 14:34:46.0800
72.00,32315,2022-04-05 14:34:46.1180
72.00,32351,2022-04-05 14:34:46.1530
72.00,32386,2022-04-05 14:34:46.1890
87.00,32423,2022-04-05 14:34:46.2250
87.00,32461,2022-04-05 14:34:46.2630
87.00,32501,2022-04-05 14:34:46.3040
87.00,32537,2022-04-05 14:34:46.3390
87.00,32571,2022-04-05 14:34:46.3740
87.00,32606,2022-04-05 14:34:46.4080
87.00,32646,2022-04-05 14:34:46.4480
100.00,32680,2022-04-05 14:34:46.4830
100.00,32718,2022-04-05 14:34:46.5210
100.00,32759,2022-04-05 14:34:46.5610
100.00,32786,2022-04-05 14:34:46.5880
100.00,32823,2022-04-05 14:34:46.6250
100.00,32861,2022-04-05 14:34:46.6630
100.00,32893,2022-04-05 14:34:46.6960
100.00,32931,2022-04-05 14:34:46.7330
100.00,32968,2022-04-05 14:34:46.7700
100.00,32999,2022-04-05 14:34:46.8020
100.00,33032,2022-04-05 14:34:46.8340
100.00,33069,2022-04-05 14:34:46.8710
100.00,33104,2022-04-05 14:34:46.9070
100.00,33139,2022-04-05 14:34:46.9410
100.00,33176,2022-04-05 14:34:46.9790
100.00,33211,2022-04-05 14:34:47.0130
100.00,33244,2022-04-05 14:34:47.0470
100.00,33280,2022-04-05 14:34:47.0820
100.00,33318,2022-04-05 14:34:47.1210
100.00,33353,2022-04-05 14:34:47.1550
100.00,33388,2022-04-05 14:34:47.1900
100.00,33418,2022-04-05 14:34:47.2210
100.00,33453,2022-04-05 14:34:47.2550
100.00,33484,2022-04-05 14:34:47.2870
100.00,33522,2022-04-05 14:34:47.3240
100.00,33558,2022-04-05 14:34:47.3610
100.00,33599,2022-04-05 14:34:47.4020
100.00,33633,2022-04-05 14:34:47.4360
72.00,33668,2022-04-05 14:34:47.4700
72.00,33703,2022-04-05 14:34:47.5050
72.00,33738,2022-04-05 14:34:47.5400
72.00,33774,2022-04-05 14:34:47.5760
72.00,33814,2022-04-05 14:34:47.6170
72.00,33852,2022-04-05 14:34:47.6540
72.00,33888,2022-04-05 14:34:47.6900
72.00,33933,2022-04-05 14:34:47.7350
72.00,33962,2022-04-05 14:34:47.7650
72.00,33998,2022-04-05 14:34:47.8010
72.00,34036,2022-04-05 14:34:47.8380
72.00,34072,2022-04-05 14:34:47.8750
72.00,34111,2022-04-05 14:34:47.9140
72.00,34146,2022-04-05 14:34:47.9490
85.00,34190,2022-04-05 14:34:47.9930
85.00,34233,2022-04-05 14:34:48.0350
85.00,34258,2022-04-05 14:34:48.0600
85.00,34283,2022-04-05 14:34:48.0850
85.00,34311,2022-04-05 14:34:48.1130
85.00,34346,2022-04-05 14:34:48.1490
85.00,34384,2022-04-05 14:34:48.1860
99.00,34418,2022-04-05 14:34:48.2200
99.00,34452,2022-04-05 14:34:48.2550
99.00,34489,2022-04-05 14:34:48.2910
99.00,34524,2022-04-05 14:34:48.3270
99.00,34558,2022-04-05 14:34:48.3600
99.00,34597,2022-04-05 14:34:48.4000
99.00,34635,2022-04-05 14:34:48.4370
99.00,34668,2022-04-05 14:34:48.4700
99.00,34703,2022-04-05 14:34:48.5050
99.00,34736,2022-04-05 14:34:48.5390
99.00,34772,2022-04-05 14:34:48.5750
99.00,34804,2022-04-05 14:34:48.6070
99.00,34840,2022-04-05 14:34:48.6420
99.00,34873,2022-04-05 14:34:48.6760
99.00,34911,2022-04-05 14:34:48.7140
99.00,34949,2022-04-05 14:34:48.7520
99.00,34987,2022-04-05 14:34:48.7900
99.00,35021,2022-04-05 14:34:48.8240
99.00,35058,2022-04-05 14:34:48.8600
99.00,35099,2022-04-05 14:34:48.9010
99.00,35129,2022-04-05 14:34:48.9320
99.00,35168,2022-04-05 14:34:48.9700
99.00,35202,2022-04-05 14:34:49.0050
99.00,35238,2022-04-05 14:34:49.0400
99.00,35280,2022-04-05 14:34:49.0820
99.00,35311,2022-04-05 14:34:49.1130
99.00,35347,2022-04-05 14:34:49.1490
99.00,35384,2022-04-05 14:34:49.1870
97.00,35419,2022-04-05 14:34:49.2210
97.00,35454,2022-04-05 14:34:49.2560
97.00,35490,2022-04-05 14:34:49.2930
97.00,35530,2022-04-05 14:34:49.3320
97.00,35566,2022-04-05 14:34:49.3680
97.00,35601,2022-04-05 14:34:49.4030
97.00,35636,2022-04-05 14:34:49.4390
72.00,35675,2022-04-05 14:34:49.4770
72.00,35707,2022-04-05 14:34:49.5100
72.00,35741,2022-04-05 14:34:49.5430
72.00,35773,2022-04-05 14:34:49.5760
72.00,35835,2022-04-05 14:34:49.6370
72.00,35866,2022-04-05 14:34:49.6690
72.00,35904,2022-04-05 14:34:49.7060
71.00,35939,2022-04-05 14:34:49.7420
71.00,35974,2022-04-05 14:34:49.7760
71.00,36012,2022-04-05 14:34:49.8150
71.00,36048,2022-04-05 14:34:49.8510
71.00,36084,2022-04-05 14:34:49.8860
71.00,36117,2022-04-05 14:34:49.9200
71.00,36153,2022-04-05 14:34:49.9550
82.00,36187,2022-04-05 14:34:49.9900
82.00,36221,2022-04-05 14:34:50.0240
82.00,36264,2022-04-05 14:34:50.0660
82.00,36296,2022-04-05 14:34:50.0980
82.00,36330,2022-04-05 14:34:50.1330
82.00,36367,2022-04-05 14:34:50.1700
82.00,36403,2022-04-05 14:34:50.2050
97.00,36447,2022-04-05 14:34:50.2500
97.00,36482,2022-04-05 14:34:50.2850
97.00,36522,2022-04-05 14:34:50.3240
97.00,36559,2022-04-05 14:34:50.3610
97.00,36589,2022-04-05 14:34:50.3910
97.00,36621,2022-04-05 14:34:50.4240
97.00,36657,2022-04-05 14:34:50.4600
97.00,36690,2022-04-05 14:34:50.4930
97.00,36725,2022-04-05 14:34:50.5280
97.00,36765,2022-04-05 14:34:50.5680
97.00,36800,2022-04-05 14:34:50.6020
97.00,36838,2022-04-05 14:34:50.6400
97.00,36874,2022-04-05 14:34:50.6760
97.00,36910,2022-04-05 14:34:50.7130
96.00,36949,2022-04-05 14:34:50.7510
96.00,36985,2022-04-05 14:34:50.7880
96.00,37019,2022-04-05 14:34:50.8220
96.00,37057,2022-04-05 14:34:50.8600
96.00,37093,2022-04-05 14:34:50.8960
96.00,37127,2022-04-05 14:34:50.9290
96.00,37168,2022-04-05 14:34:50.9710
97.00,37204,2022-04-05 14:34:51.0060
97.00,37235,2022-04-05 14:34:51.0380
97.00,37266,2022-04-05 14:34:51.0680
97.00,37306,2022-04-05 14:34:51.1090
97.00,37337,2022-04-05 14:34:51.1400
97.00,37370,2022-04-05 14:34:51.1730
97.00,37407,2022-04-05 14:34:51.2100
96.00,37440,2022-04-05 14:34:51.2430
96.00,37480,2022-04-05 14:34:51.2820
96.00,37517,2022-04-05 14:34:51.3200
96.00,37550,2022-04-05 14:34:51.3520
96.00,37583,2022-04-05 14:34:51.3860
96.00,37620,2022-04-05 14:34:51.4220
96.00,37654,2022-04-05 14:34:51.4560
71.00,37690,2022-04-05 14:34:51.4920
71.00,37726,2022-04-05 14:34:51.5290
71.00,37763,2022-04-05 14:34:51.5650
71.00,37798,2022-04-05 14:34:51.6010
71.00,37835,2022-04-05 14:34:51.6370
71.00,37868,2022-04-05 14:34:51.6700
71.00,37903,2022-04-05 14:34:51.7050
71.00,37940,2022-04-05 14:34:51.7420
71.00,37980,2022-04-05 14:34:51.7830
71.00,38016,2022-04-05 14:34:51.8180
71.00,38052,2022-04-05 14:34:51.8550
71.00,38087,2022-04-05 14:34:51.8900
71.00,38126,2022-04-05 14:34:51.9290
71.00,38167,2022-04-05 14:34:51.9690
82.00,38201,2022-04-05 14:34:52.0030
82.00,38235,2022-04-05 14:34:52.0370
82.00,38267,2022-04-05 14:34:52.0700
82.00,38306,2022-04-05 14:34:52.1080
82.00,38335,2022-04-05 14:34:52.1380
82.00,38369,2022-04-05 14:34:52.1720
82.00,38406,2022-04-05 14:34:52.2080
102.00,38442,2022-04-05 14:34:52.2450
102.00,38467,2022-04-05 14:34:52.2700
102.00,38495,2022-04-05 14:34:52.2970
102.00,38515,2022-04-05 14:34:52.3180
102.00,38542,2022-04-05 14:34:52.3450
102.00,38566,2022-04-05 14:34:52.3680
102.00,38587,2022-04-05 14:34:52.3890
102.00,38615,2022-04-05 14:34:52.4180
102.00,38642,2022-04-05 14:34:52.4450
102.00,38671,2022-04-05 14:34:52.4730
102.00,38703,2022-04-05 14:34:52.5050
102.00,38738,2022-04-05 14:34:52.5410
102.00,38772,2022-04-05 14:34:52.5750
102.00,38807,2022-04-05 14:34:52.6090
102.00,38843,2022-04-05 14:34:52.6450
102.00,38884,2022-04-05 14:34:52.6860
102.00,38918,2022-04-05 14:34:52.7200
102.00,38952,2022-04-05 14:34:52.7550
102.00,38988,2022-04-05 14:34:52.7900
102.00,39024,2022-04-05 14:34:52.8270
102.00,39059,2022-04-05 14:34:52.8620
102.00,39099,2022-04-05 14:34:52.9010
102.00,39136,2022-04-05 14:34:52.9380
102.00,39175,2022-04-05 14:34:52.9780
102.00,39217,2022-04-05 14:34:53.0190
102.00,39247,2022-04-05 14:34:53.0500
102.00,39284,2022-04-05 14:34:53.0870
102.00,39318,2022-04-05 14:34:53.1200
102.00,39349,2022-04-05 14:34:53.1520
102.00,39385,2022-04-05 14:34:53.1870
102.00,39420,2022-04-05 14:34:53.2230
102.00,39453,2022-04-05 14:34:53.2550
102.00,39488,2022-04-05 14:34:53.2900
102.00,39523,2022-04-05 14:34:53.3250
102.00,39560,2022-04-05 14:34:53.3630
102.00,39597,2022-04-05 14:34:53.4000
102.00,39634,2022-04-05 14:34:53.4360
102.00,39676,2022-04-05 14:34:53.4780
72.00,39711,2022-04-05 14:34:53.5130
72.00,39737,2022-04-05 14:34:53.5400
72.00,39765,2022-04-05 14:34:53.5680
72.00,39786,2022-04-05 14:34:53.5890
72.00,39810,2022-04-05 14:34:53.6130
72.00,39836,2022-04-05 14:34:53.6380
72.00,39856,2022-04-05 14:34:53.6590
72.00,39878,2022-04-05 14:34:53.6810
72.00,39911,2022-04-05 14:34:53.7140
71.00,39950,2022-04-05 14:34:53.7520
71.00,39986,2022-04-05 14:34:53.7880
71.00,40021,2022-04-05 14:34:53.8230
71.00,40054,2022-04-05 14:34:53.8560
71.00,40087,2022-04-05 14:34:53.8900
71.00,40123,2022-04-05 14:34:53.9250
71.00,40161,2022-04-05 14:34:53.9640
80.00,40200,2022-04-05 14:34:54.0030
80.00,40236,2022-04-05 14:34:54.0380
80.00,40268,2022-04-05 14:34:54.0710
80.00,40301,2022-04-05 14:34:54.1040
80.00,40333,2022-04-05 14:34:54.1350
80.00,40364,2022-04-05 14:34:54.1670
80.00,40399,2022-04-05 14:34:54.2020
101.00,40439,2022-04-05 14:34:54.2410
101.00,40472,2022-04-05 14:34:54.2740
101.00,40497,2022-04-05 14:34:54.2990
101.00,40525,2022-04-05 14:34:54.3280
101.00,40547,2022-04-05 14:34:54.3490
101.00,40567,2022-04-05 14:34:54.3700
101.00,40596,2022-04-05 14:34:54.3980
101.00,40618,2022-04-05 14:34:54.4210
101.00,40642,2022-04-05 14:34:54.4450
101.00,40676,2022-04-05 14:34:54.4780
101.00,40705,2022-04-05 14:34:54.5070
101.00,40734,2022-04-05 14:34:54.5370
101.00,40772,2022-04-05 14:34:54.5740
101.00,40805,2022-04-05 14:34:54.6080
101.00,40833,2022-04-05 14:34:54.6350
101.00,40865,2022-04-05 14:34:54.6680
